name,artist,features
Supercut,Lorde,"{'danceability': 0.562, 'energy': 0.437, 'key': 0, 'loudness': -10.229, 'mode': 1, 'speechiness': 0.052, 'acousticness': 0.219, 'instrumentalness': 2.18e-05, 'liveness': 0.0806, 'valence': 0.15, 'tempo': 124.852, 'type': 'audio_features', 'id': '6K8VQ84MqhsoakN5MjrnVR', 'uri': 'spotify:track:6K8VQ84MqhsoakN5MjrnVR', 'track_href': 'https://api.spotify.com/v1/tracks/6K8VQ84MqhsoakN5MjrnVR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6K8VQ84MqhsoakN5MjrnVR', 'duration_ms': 277506, 'time_signature': 4}"
Your Best American Girl,Mitski,"{'danceability': 0.362, 'energy': 0.258, 'key': 7, 'loudness': -9.655, 'mode': 1, 'speechiness': 0.0315, 'acousticness': 0.0165, 'instrumentalness': 0.00714, 'liveness': 0.231, 'valence': 0.133, 'tempo': 77.021, 'type': 'audio_features', 'id': '7g5qe8VITjr13RIe8uM2p6', 'uri': 'spotify:track:7g5qe8VITjr13RIe8uM2p6', 'track_href': 'https://api.spotify.com/v1/tracks/7g5qe8VITjr13RIe8uM2p6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7g5qe8VITjr13RIe8uM2p6', 'duration_ms': 212184, 'time_signature': 4}"
SLOW DANCING IN THE DARK,Joji,"{'danceability': 0.515, 'energy': 0.479, 'key': 3, 'loudness': -7.458, 'mode': 1, 'speechiness': 0.0261, 'acousticness': 0.544, 'instrumentalness': 0.00598, 'liveness': 0.191, 'valence': 0.284, 'tempo': 88.964, 'type': 'audio_features', 'id': '0rKtyWc8bvkriBthvHKY8d', 'uri': 'spotify:track:0rKtyWc8bvkriBthvHKY8d', 'track_href': 'https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d', 'duration_ms': 209274, 'time_signature': 4}"
Softcore,The Neighbourhood,"{'danceability': 0.575, 'energy': 0.568, 'key': 9, 'loudness': -5.509, 'mode': 0, 'speechiness': 0.03, 'acousticness': 0.0484, 'instrumentalness': 0.000417, 'liveness': 0.286, 'valence': 0.37, 'tempo': 93.986, 'type': 'audio_features', 'id': '2K7xn816oNHJZ0aVqdQsha', 'uri': 'spotify:track:2K7xn816oNHJZ0aVqdQsha', 'track_href': 'https://api.spotify.com/v1/tracks/2K7xn816oNHJZ0aVqdQsha', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2K7xn816oNHJZ0aVqdQsha', 'duration_ms': 206280, 'time_signature': 4}"
Goodie Bag,Still Woozy,"{'danceability': 0.739, 'energy': 0.522, 'key': 7, 'loudness': -12.304, 'mode': 0, 'speechiness': 0.151, 'acousticness': 0.821, 'instrumentalness': 0.00124, 'liveness': 0.233, 'valence': 0.619, 'tempo': 138.263, 'type': 'audio_features', 'id': '4vHNeBWDQpVCmGbaccrRzi', 'uri': 'spotify:track:4vHNeBWDQpVCmGbaccrRzi', 'track_href': 'https://api.spotify.com/v1/tracks/4vHNeBWDQpVCmGbaccrRzi', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4vHNeBWDQpVCmGbaccrRzi', 'duration_ms': 146390, 'time_signature': 4}"
Heavenly,Cigarettes After Sex,"{'danceability': 0.535, 'energy': 0.437, 'key': 8, 'loudness': -9.187, 'mode': 1, 'speechiness': 0.0248, 'acousticness': 0.669, 'instrumentalness': 0.688, 'liveness': 0.11, 'valence': 0.127, 'tempo': 105.22, 'type': 'audio_features', 'id': '70YTBH8vOGJNMhy6186yFm', 'uri': 'spotify:track:70YTBH8vOGJNMhy6186yFm', 'track_href': 'https://api.spotify.com/v1/tracks/70YTBH8vOGJNMhy6186yFm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/70YTBH8vOGJNMhy6186yFm', 'duration_ms': 286773, 'time_signature': 4}"
Love It If We Made It,The 1975,"{'danceability': 0.472, 'energy': 0.745, 'key': 4, 'loudness': -5.297, 'mode': 1, 'speechiness': 0.0356, 'acousticness': 0.000607, 'instrumentalness': 2.74e-05, 'liveness': 0.0957, 'valence': 0.0631, 'tempo': 180.06, 'type': 'audio_features', 'id': '6WmIyn2fx1PKQ0XDpYj4VR', 'uri': 'spotify:track:6WmIyn2fx1PKQ0XDpYj4VR', 'track_href': 'https://api.spotify.com/v1/tracks/6WmIyn2fx1PKQ0XDpYj4VR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6WmIyn2fx1PKQ0XDpYj4VR', 'duration_ms': 252926, 'time_signature': 4}"
Notion,The Rare Occasions,"{'danceability': 0.309, 'energy': 0.883, 'key': 9, 'loudness': -3.825, 'mode': 1, 'speechiness': 0.0808, 'acousticness': 0.0673, 'instrumentalness': 0.00111, 'liveness': 0.0849, 'valence': 0.312, 'tempo': 159.488, 'type': 'audio_features', 'id': '0sTlGEld0h8kIPZaKDYUf4', 'uri': 'spotify:track:0sTlGEld0h8kIPZaKDYUf4', 'track_href': 'https://api.spotify.com/v1/tracks/0sTlGEld0h8kIPZaKDYUf4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0sTlGEld0h8kIPZaKDYUf4', 'duration_ms': 195121, 'time_signature': 4}"
I Know The End,Phoebe Bridgers,"{'danceability': 0.323, 'energy': 0.323, 'key': 1, 'loudness': -10.268, 'mode': 1, 'speechiness': 0.0351, 'acousticness': 0.33, 'instrumentalness': 0.0229, 'liveness': 0.233, 'valence': 0.256, 'tempo': 111.826, 'type': 'audio_features', 'id': '0pJW1Xw3aY4Eh6k5iuBkfI', 'uri': 'spotify:track:0pJW1Xw3aY4Eh6k5iuBkfI', 'track_href': 'https://api.spotify.com/v1/tracks/0pJW1Xw3aY4Eh6k5iuBkfI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0pJW1Xw3aY4Eh6k5iuBkfI', 'duration_ms': 344693, 'time_signature': 4}"
ceilings,Lizzy McAlpine,"{'danceability': 0.516, 'energy': 0.322, 'key': 9, 'loudness': -11.762, 'mode': 1, 'speechiness': 0.0292, 'acousticness': 0.473, 'instrumentalness': 0.00194, 'liveness': 0.215, 'valence': 0.261, 'tempo': 148.005, 'type': 'audio_features', 'id': '2L9N0zZnd37dwF0clgxMGI', 'uri': 'spotify:track:2L9N0zZnd37dwF0clgxMGI', 'track_href': 'https://api.spotify.com/v1/tracks/2L9N0zZnd37dwF0clgxMGI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2L9N0zZnd37dwF0clgxMGI', 'duration_ms': 182888, 'time_signature': 3}"
I Can't Handle Change,Roar,"{'danceability': 0.247, 'energy': 0.438, 'key': 5, 'loudness': -8.478, 'mode': 1, 'speechiness': 0.0358, 'acousticness': 0.0447, 'instrumentalness': 0.000867, 'liveness': 0.111, 'valence': 0.39, 'tempo': 185.711, 'type': 'audio_features', 'id': '0I1eFRytp4XRhLCjT6tZm7', 'uri': 'spotify:track:0I1eFRytp4XRhLCjT6tZm7', 'track_href': 'https://api.spotify.com/v1/tracks/0I1eFRytp4XRhLCjT6tZm7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0I1eFRytp4XRhLCjT6tZm7', 'duration_ms': 198213, 'time_signature': 3}"
Heat Waves,Glass Animals,"{'danceability': 0.761, 'energy': 0.525, 'key': 11, 'loudness': -6.9, 'mode': 1, 'speechiness': 0.0944, 'acousticness': 0.44, 'instrumentalness': 6.7e-06, 'liveness': 0.0921, 'valence': 0.531, 'tempo': 80.87, 'type': 'audio_features', 'id': '3USxtqRwSYz57Ewm6wWRMp', 'uri': 'spotify:track:3USxtqRwSYz57Ewm6wWRMp', 'track_href': 'https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp', 'duration_ms': 238805, 'time_signature': 4}"
Devil Town,Cavetown,"{'danceability': 0.576, 'energy': 0.759, 'key': 3, 'loudness': -8.165, 'mode': 1, 'speechiness': 0.0599, 'acousticness': 0.12, 'instrumentalness': 0, 'liveness': 0.121, 'valence': 0.501, 'tempo': 99.969, 'type': 'audio_features', 'id': '0vf2eBw2inhl8y61cYQMv2', 'uri': 'spotify:track:0vf2eBw2inhl8y61cYQMv2', 'track_href': 'https://api.spotify.com/v1/tracks/0vf2eBw2inhl8y61cYQMv2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0vf2eBw2inhl8y61cYQMv2', 'duration_ms': 179955, 'time_signature': 4}"
Bags,Clairo,"{'danceability': 0.742, 'energy': 0.546, 'key': 1, 'loudness': -7.694, 'mode': 1, 'speechiness': 0.0315, 'acousticness': 0.172, 'instrumentalness': 0.38, 'liveness': 0.115, 'valence': 0.868, 'tempo': 104.996, 'type': 'audio_features', 'id': '6UFivO2zqqPFPoQYsEMuCc', 'uri': 'spotify:track:6UFivO2zqqPFPoQYsEMuCc', 'track_href': 'https://api.spotify.com/v1/tracks/6UFivO2zqqPFPoQYsEMuCc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6UFivO2zqqPFPoQYsEMuCc', 'duration_ms': 260520, 'time_signature': 4}"
rises the moon,Liana Flores,"{'danceability': 0.483, 'energy': 0.129, 'key': 5, 'loudness': -20.149, 'mode': 0, 'speechiness': 0.0349, 'acousticness': 0.947, 'instrumentalness': 0.145, 'liveness': 0.106, 'valence': 0.203, 'tempo': 137.35, 'type': 'audio_features', 'id': '51Grh1RyUDcMBbpuyUIUHI', 'uri': 'spotify:track:51Grh1RyUDcMBbpuyUIUHI', 'track_href': 'https://api.spotify.com/v1/tracks/51Grh1RyUDcMBbpuyUIUHI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/51Grh1RyUDcMBbpuyUIUHI', 'duration_ms': 161929, 'time_signature': 3}"
Where Is My Mind? - Remastered,Pixies,"{'danceability': 0.519, 'energy': 0.441, 'key': 4, 'loudness': -14.178, 'mode': 1, 'speechiness': 0.0353, 'acousticness': 0.0204, 'instrumentalness': 0.000453, 'liveness': 0.076, 'valence': 0.25, 'tempo': 81.334, 'type': 'audio_features', 'id': '7wCmS9TTVUcIhRalDYFgPy', 'uri': 'spotify:track:7wCmS9TTVUcIhRalDYFgPy', 'track_href': 'https://api.spotify.com/v1/tracks/7wCmS9TTVUcIhRalDYFgPy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7wCmS9TTVUcIhRalDYFgPy', 'duration_ms': 234973, 'time_signature': 4}"
Simulation Swarm,Big Thief,"{'danceability': 0.703, 'energy': 0.578, 'key': 1, 'loudness': -9.103, 'mode': 1, 'speechiness': 0.0728, 'acousticness': 0.446, 'instrumentalness': 0.0024, 'liveness': 0.102, 'valence': 0.67, 'tempo': 105.204, 'type': 'audio_features', 'id': '2FwDApgXk91kXvqy2oB7dz', 'uri': 'spotify:track:2FwDApgXk91kXvqy2oB7dz', 'track_href': 'https://api.spotify.com/v1/tracks/2FwDApgXk91kXvqy2oB7dz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2FwDApgXk91kXvqy2oB7dz', 'duration_ms': 252734, 'time_signature': 4}"
What Once Was,Her's,"{'danceability': 0.526, 'energy': 0.877, 'key': 3, 'loudness': -4.369, 'mode': 0, 'speechiness': 0.033, 'acousticness': 0.172, 'instrumentalness': 0.0108, 'liveness': 0.223, 'valence': 0.436, 'tempo': 145.568, 'type': 'audio_features', 'id': '1XrSjpNe49IiygZfzb74pk', 'uri': 'spotify:track:1XrSjpNe49IiygZfzb74pk', 'track_href': 'https://api.spotify.com/v1/tracks/1XrSjpNe49IiygZfzb74pk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1XrSjpNe49IiygZfzb74pk', 'duration_ms': 255067, 'time_signature': 3}"
Eventually,Tame Impala,"{'danceability': 0.424, 'energy': 0.615, 'key': 9, 'loudness': -6.217, 'mode': 0, 'speechiness': 0.0325, 'acousticness': 0.0158, 'instrumentalness': 0.000389, 'liveness': 0.0844, 'valence': 0.155, 'tempo': 77.935, 'type': 'audio_features', 'id': '5M4yti0QxgqJieUYaEXcpw', 'uri': 'spotify:track:5M4yti0QxgqJieUYaEXcpw', 'track_href': 'https://api.spotify.com/v1/tracks/5M4yti0QxgqJieUYaEXcpw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5M4yti0QxgqJieUYaEXcpw', 'duration_ms': 318591, 'time_signature': 4}"
Heart To Heart,Mac DeMarco,"{'danceability': 0.901, 'energy': 0.136, 'key': 8, 'loudness': -16.127, 'mode': 0, 'speechiness': 0.102, 'acousticness': 0.667, 'instrumentalness': 0.354, 'liveness': 0.109, 'valence': 0.643, 'tempo': 150.076, 'type': 'audio_features', 'id': '7EAMXbLcL0qXmciM5SwMh2', 'uri': 'spotify:track:7EAMXbLcL0qXmciM5SwMh2', 'track_href': 'https://api.spotify.com/v1/tracks/7EAMXbLcL0qXmciM5SwMh2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7EAMXbLcL0qXmciM5SwMh2', 'duration_ms': 211140, 'time_signature': 4}"
Time to Pretend,MGMT,"{'danceability': 0.438, 'energy': 0.94, 'key': 2, 'loudness': -3.249, 'mode': 1, 'speechiness': 0.0452, 'acousticness': 8.74e-05, 'instrumentalness': 0.0777, 'liveness': 0.3, 'valence': 0.421, 'tempo': 100.99, 'type': 'audio_features', 'id': '4iG2gAwKXsOcijVaVXzRPW', 'uri': 'spotify:track:4iG2gAwKXsOcijVaVXzRPW', 'track_href': 'https://api.spotify.com/v1/tracks/4iG2gAwKXsOcijVaVXzRPW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4iG2gAwKXsOcijVaVXzRPW', 'duration_ms': 261000, 'time_signature': 3}"
Washing Machine Heart,Mitski,"{'danceability': 0.613, 'energy': 0.822, 'key': 9, 'loudness': -4.087, 'mode': 1, 'speechiness': 0.026, 'acousticness': 0.0092, 'instrumentalness': 0.506, 'liveness': 0.429, 'valence': 0.567, 'tempo': 105.997, 'type': 'audio_features', 'id': '3jjsRKEsF42ccXf8kWR3nu', 'uri': 'spotify:track:3jjsRKEsF42ccXf8kWR3nu', 'track_href': 'https://api.spotify.com/v1/tracks/3jjsRKEsF42ccXf8kWR3nu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3jjsRKEsF42ccXf8kWR3nu', 'duration_ms': 128199, 'time_signature': 4}"
Sweet,Cigarettes After Sex,"{'danceability': 0.45, 'energy': 0.511, 'key': 6, 'loudness': -9.073, 'mode': 1, 'speechiness': 0.0276, 'acousticness': 0.353, 'instrumentalness': 0.766, 'liveness': 0.139, 'valence': 0.115, 'tempo': 96.563, 'type': 'audio_features', 'id': '6ilc4vQcwMPlvAHFfsTGng', 'uri': 'spotify:track:6ilc4vQcwMPlvAHFfsTGng', 'track_href': 'https://api.spotify.com/v1/tracks/6ilc4vQcwMPlvAHFfsTGng', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6ilc4vQcwMPlvAHFfsTGng', 'duration_ms': 292110, 'time_signature': 4}"
Meet Me At Our Spot,"THE ANXIETY, WILLOW, Tyler Cole","{'danceability': 0.773, 'energy': 0.47, 'key': 2, 'loudness': -7.93, 'mode': 1, 'speechiness': 0.0299, 'acousticness': 0.0153, 'instrumentalness': 0.000193, 'liveness': 0.0851, 'valence': 0.399, 'tempo': 94.995, 'type': 'audio_features', 'id': '07MDkzWARZaLEdKxo6yArG', 'uri': 'spotify:track:07MDkzWARZaLEdKxo6yArG', 'track_href': 'https://api.spotify.com/v1/tracks/07MDkzWARZaLEdKxo6yArG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/07MDkzWARZaLEdKxo6yArG', 'duration_ms': 162680, 'time_signature': 4}"
Sunsetz,Cigarettes After Sex,"{'danceability': 0.405, 'energy': 0.479, 'key': 5, 'loudness': -9.396, 'mode': 1, 'speechiness': 0.0301, 'acousticness': 0.0527, 'instrumentalness': 0.795, 'liveness': 0.0974, 'valence': 0.131, 'tempo': 75.37, 'type': 'audio_features', 'id': '0SpkyS1Q4MD8GaVcP5YjT4', 'uri': 'spotify:track:0SpkyS1Q4MD8GaVcP5YjT4', 'track_href': 'https://api.spotify.com/v1/tracks/0SpkyS1Q4MD8GaVcP5YjT4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0SpkyS1Q4MD8GaVcP5YjT4', 'duration_ms': 215150, 'time_signature': 4}"
Real Love Baby,Father John Misty,"{'danceability': 0.417, 'energy': 0.686, 'key': 7, 'loudness': -6.484, 'mode': 1, 'speechiness': 0.0373, 'acousticness': 0.0955, 'instrumentalness': 0.0287, 'liveness': 0.0989, 'valence': 0.625, 'tempo': 204.113, 'type': 'audio_features', 'id': '0Z57YWES04xGh3AImDz6Qr', 'uri': 'spotify:track:0Z57YWES04xGh3AImDz6Qr', 'track_href': 'https://api.spotify.com/v1/tracks/0Z57YWES04xGh3AImDz6Qr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0Z57YWES04xGh3AImDz6Qr', 'duration_ms': 189293, 'time_signature': 4}"
the perfect pair,beabadoobee,"{'danceability': 0.634, 'energy': 0.663, 'key': 11, 'loudness': -6.818, 'mode': 1, 'speechiness': 0.0331, 'acousticness': 0.433, 'instrumentalness': 0.124, 'liveness': 0.102, 'valence': 0.6, 'tempo': 146.053, 'type': 'audio_features', 'id': '41P6Tnd8KIHqON0QIydx6a', 'uri': 'spotify:track:41P6Tnd8KIHqON0QIydx6a', 'track_href': 'https://api.spotify.com/v1/tracks/41P6Tnd8KIHqON0QIydx6a', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/41P6Tnd8KIHqON0QIydx6a', 'duration_ms': 177533, 'time_signature': 4}"
Midnight City,M83,"{'danceability': 0.526, 'energy': 0.712, 'key': 11, 'loudness': -6.525, 'mode': 0, 'speechiness': 0.0356, 'acousticness': 0.0161, 'instrumentalness': 0, 'liveness': 0.179, 'valence': 0.32, 'tempo': 105.009, 'type': 'audio_features', 'id': '1eyzqe2QqGZUmfcPZtrIyt', 'uri': 'spotify:track:1eyzqe2QqGZUmfcPZtrIyt', 'track_href': 'https://api.spotify.com/v1/tracks/1eyzqe2QqGZUmfcPZtrIyt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1eyzqe2QqGZUmfcPZtrIyt', 'duration_ms': 241440, 'time_signature': 4}"
Evergreen (You Didn’t Deserve Me At All),Omar Apollo,"{'danceability': 0.697, 'energy': 0.336, 'key': 9, 'loudness': -10.395, 'mode': 1, 'speechiness': 0.0424, 'acousticness': 0.598, 'instrumentalness': 0.00528, 'liveness': 0.107, 'valence': 0.31, 'tempo': 82.029, 'type': 'audio_features', 'id': '2TktkzfozZifbQhXjT6I33', 'uri': 'spotify:track:2TktkzfozZifbQhXjT6I33', 'track_href': 'https://api.spotify.com/v1/tracks/2TktkzfozZifbQhXjT6I33', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2TktkzfozZifbQhXjT6I33', 'duration_ms': 216680, 'time_signature': 3}"
Lover Is a Day,Cuco,"{'danceability': 0.404, 'energy': 0.647, 'key': 3, 'loudness': -10.452, 'mode': 1, 'speechiness': 0.0409, 'acousticness': 0.0434, 'instrumentalness': 0.198, 'liveness': 0.1, 'valence': 0.351, 'tempo': 180.128, 'type': 'audio_features', 'id': '1ucnuV88gFTfR3BalmznDk', 'uri': 'spotify:track:1ucnuV88gFTfR3BalmznDk', 'track_href': 'https://api.spotify.com/v1/tracks/1ucnuV88gFTfR3BalmznDk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1ucnuV88gFTfR3BalmznDk', 'duration_ms': 456000, 'time_signature': 4}"
It's Called: Freefall,Rainbow Kitten Surprise,"{'danceability': 0.744, 'energy': 0.516, 'key': 2, 'loudness': -6.365, 'mode': 1, 'speechiness': 0.0513, 'acousticness': 0.632, 'instrumentalness': 0, 'liveness': 0.605, 'valence': 0.281, 'tempo': 97.944, 'type': 'audio_features', 'id': '474uVhyGgK5MtY9gMcDgGl', 'uri': 'spotify:track:474uVhyGgK5MtY9gMcDgGl', 'track_href': 'https://api.spotify.com/v1/tracks/474uVhyGgK5MtY9gMcDgGl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/474uVhyGgK5MtY9gMcDgGl', 'duration_ms': 152293, 'time_signature': 4}"
Brooklyn Baby,Lana Del Rey,"{'danceability': 0.404, 'energy': 0.664, 'key': 1, 'loudness': -6.698, 'mode': 1, 'speechiness': 0.0407, 'acousticness': 0.542, 'instrumentalness': 0.00402, 'liveness': 0.11, 'valence': 0.0949, 'tempo': 107.747, 'type': 'audio_features', 'id': '1NZs6n6hl8UuMaX0UC0YTz', 'uri': 'spotify:track:1NZs6n6hl8UuMaX0UC0YTz', 'track_href': 'https://api.spotify.com/v1/tracks/1NZs6n6hl8UuMaX0UC0YTz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1NZs6n6hl8UuMaX0UC0YTz', 'duration_ms': 351640, 'time_signature': 4}"
Best Friend,Rex Orange County,"{'danceability': 0.576, 'energy': 0.714, 'key': 6, 'loudness': -5.247, 'mode': 1, 'speechiness': 0.0595, 'acousticness': 0.395, 'instrumentalness': 0, 'liveness': 0.115, 'valence': 0.321, 'tempo': 144.981, 'type': 'audio_features', 'id': '3rPtS4nfpy7PsARctAWpzd', 'uri': 'spotify:track:3rPtS4nfpy7PsARctAWpzd', 'track_href': 'https://api.spotify.com/v1/tracks/3rPtS4nfpy7PsARctAWpzd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3rPtS4nfpy7PsARctAWpzd', 'duration_ms': 262231, 'time_signature': 4}"
K.,Cigarettes After Sex,"{'danceability': 0.454, 'energy': 0.4, 'key': 3, 'loudness': -10.261, 'mode': 1, 'speechiness': 0.0265, 'acousticness': 0.139, 'instrumentalness': 0.846, 'liveness': 0.137, 'valence': 0.327, 'tempo': 93.719, 'type': 'audio_features', 'id': '1FWsomP9StpCcXNWmJk8Cl', 'uri': 'spotify:track:1FWsomP9StpCcXNWmJk8Cl', 'track_href': 'https://api.spotify.com/v1/tracks/1FWsomP9StpCcXNWmJk8Cl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1FWsomP9StpCcXNWmJk8Cl', 'duration_ms': 320030, 'time_signature': 4}"
Beige,Yoke Lore,"{'danceability': 0.434, 'energy': 0.677, 'key': 10, 'loudness': -7.535, 'mode': 1, 'speechiness': 0.119, 'acousticness': 0.384, 'instrumentalness': 0.0684, 'liveness': 0.119, 'valence': 0.218, 'tempo': 167.923, 'type': 'audio_features', 'id': '7uYQELhe7g6QLIzZDOlhbW', 'uri': 'spotify:track:7uYQELhe7g6QLIzZDOlhbW', 'track_href': 'https://api.spotify.com/v1/tracks/7uYQELhe7g6QLIzZDOlhbW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7uYQELhe7g6QLIzZDOlhbW', 'duration_ms': 204209, 'time_signature': 4}"
Lovers Rock,TV Girl,"{'danceability': 0.559, 'energy': 0.871, 'key': 5, 'loudness': -5.338, 'mode': 0, 'speechiness': 0.0397, 'acousticness': 7.53e-06, 'instrumentalness': 0.00545, 'liveness': 0.096, 'valence': 0.572, 'tempo': 104.97, 'type': 'audio_features', 'id': '6dBUzqjtbnIa1TwYbyw5CM', 'uri': 'spotify:track:6dBUzqjtbnIa1TwYbyw5CM', 'track_href': 'https://api.spotify.com/v1/tracks/6dBUzqjtbnIa1TwYbyw5CM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6dBUzqjtbnIa1TwYbyw5CM', 'duration_ms': 213920, 'time_signature': 4}"
Babydoll,Dominic Fike,"{'danceability': 0.762, 'energy': 0.604, 'key': 7, 'loudness': -5.296, 'mode': 0, 'speechiness': 0.11, 'acousticness': 0.114, 'instrumentalness': 0, 'liveness': 0.0271, 'valence': 0.847, 'tempo': 168.007, 'type': 'audio_features', 'id': '7yNf9YjeO5JXUE3JEBgnYc', 'uri': 'spotify:track:7yNf9YjeO5JXUE3JEBgnYc', 'track_href': 'https://api.spotify.com/v1/tracks/7yNf9YjeO5JXUE3JEBgnYc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7yNf9YjeO5JXUE3JEBgnYc', 'duration_ms': 97960, 'time_signature': 4}"
Chamber Of Reflection,Mac DeMarco,"{'danceability': 0.538, 'energy': 0.557, 'key': 11, 'loudness': -8.678, 'mode': 1, 'speechiness': 0.0914, 'acousticness': 0.262, 'instrumentalness': 0.914, 'liveness': 0.102, 'valence': 0.506, 'tempo': 131.03, 'type': 'audio_features', 'id': '7H7NyZ3G075GqPx2evsfeb', 'uri': 'spotify:track:7H7NyZ3G075GqPx2evsfeb', 'track_href': 'https://api.spotify.com/v1/tracks/7H7NyZ3G075GqPx2evsfeb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7H7NyZ3G075GqPx2evsfeb', 'duration_ms': 231724, 'time_signature': 4}"
Ribs,Lorde,"{'danceability': 0.511, 'energy': 0.472, 'key': 4, 'loudness': -9.277, 'mode': 1, 'speechiness': 0.091, 'acousticness': 0.534, 'instrumentalness': 0.614, 'liveness': 0.11, 'valence': 0.0399, 'tempo': 127.978, 'type': 'audio_features', 'id': '2MvvoeRt8NcOXWESkxWn3g', 'uri': 'spotify:track:2MvvoeRt8NcOXWESkxWn3g', 'track_href': 'https://api.spotify.com/v1/tracks/2MvvoeRt8NcOXWESkxWn3g', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2MvvoeRt8NcOXWESkxWn3g', 'duration_ms': 258969, 'time_signature': 4}"
Little Dark Age,MGMT,"{'danceability': 0.705, 'energy': 0.712, 'key': 6, 'loudness': -6.156, 'mode': 1, 'speechiness': 0.0385, 'acousticness': 0.0102, 'instrumentalness': 0.000855, 'liveness': 0.1, 'valence': 0.62, 'tempo': 97.512, 'type': 'audio_features', 'id': '2Y0iGXY6m6immVb2ktbseM', 'uri': 'spotify:track:2Y0iGXY6m6immVb2ktbseM', 'track_href': 'https://api.spotify.com/v1/tracks/2Y0iGXY6m6immVb2ktbseM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2Y0iGXY6m6immVb2ktbseM', 'duration_ms': 299960, 'time_signature': 4}"
Right Side of My Neck,Faye Webster,"{'danceability': 0.716, 'energy': 0.515, 'key': 1, 'loudness': -9.073, 'mode': 1, 'speechiness': 0.0261, 'acousticness': 0.00116, 'instrumentalness': 0.000249, 'liveness': 0.326, 'valence': 0.315, 'tempo': 117.039, 'type': 'audio_features', 'id': '3cxZT78mZDyLsLPJKcTu3U', 'uri': 'spotify:track:3cxZT78mZDyLsLPJKcTu3U', 'track_href': 'https://api.spotify.com/v1/tracks/3cxZT78mZDyLsLPJKcTu3U', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3cxZT78mZDyLsLPJKcTu3U', 'duration_ms': 153320, 'time_signature': 4}"
Float On,Modest Mouse,"{'danceability': 0.649, 'energy': 0.888, 'key': 6, 'loudness': -4.807, 'mode': 1, 'speechiness': 0.0293, 'acousticness': 0.013, 'instrumentalness': 2.23e-06, 'liveness': 0.0888, 'valence': 0.553, 'tempo': 100.975, 'type': 'audio_features', 'id': '2lwwrWVKdf3LR9lbbhnr6R', 'uri': 'spotify:track:2lwwrWVKdf3LR9lbbhnr6R', 'track_href': 'https://api.spotify.com/v1/tracks/2lwwrWVKdf3LR9lbbhnr6R', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2lwwrWVKdf3LR9lbbhnr6R', 'duration_ms': 208467, 'time_signature': 4}"
