name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,0.762,0.701,8.0,-3.541,1.0,0.0286,0.235,0.000158,0.123,0.742,110.968,audio_features,748mdHapucXQri7IAO8yFK,spotify:track:748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/tracks/748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/audio-analysis/748mdHapucXQri7IAO8yFK,208867.0,4.0
Before You Go,Lewis Capaldi,0.392,0.574,7.0,-9.195,1.0,0.17,0.833,0.00179,0.145,0.529,81.112,audio_features,0lx2cLdOt3piJbcaXIV74f,spotify:track:0lx2cLdOt3piJbcaXIV74f,https://api.spotify.com/v1/tracks/0lx2cLdOt3piJbcaXIV74f,https://api.spotify.com/v1/audio-analysis/0lx2cLdOt3piJbcaXIV74f,214707.0,4.0
Kiss Me More (feat. SZA),"Doja Cat, SZA",0.604,0.366,5.0,-7.519,1.0,0.0282,0.578,0.0,0.133,0.13,141.981,audio_features,0gplL1WMoJ6iYaPgMCL0gX,spotify:track:0gplL1WMoJ6iYaPgMCL0gX,https://api.spotify.com/v1/tracks/0gplL1WMoJ6iYaPgMCL0gX,https://api.spotify.com/v1/audio-analysis/0gplL1WMoJ6iYaPgMCL0gX,224695.0,4.0
willow,Taylor Swift,0.573,0.422,10.0,-7.621,0.0,0.0678,0.551,1.31e-05,0.102,0.693,124.357,audio_features,26b3oVLrRUaaybJulow9kz,spotify:track:26b3oVLrRUaaybJulow9kz,https://api.spotify.com/v1/tracks/26b3oVLrRUaaybJulow9kz,https://api.spotify.com/v1/audio-analysis/26b3oVLrRUaaybJulow9kz,184791.0,5.0
Easy On Me,Adele,0.316,0.63,5.0,-5.963,1.0,0.117,0.471,0.262,0.205,0.313,89.643,audio_features,6N22FZs2ZhPBYi3b9XPajV,spotify:track:6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/tracks/6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/audio-analysis/6N22FZs2ZhPBYi3b9XPajV,153294.0,1.0
People,Libianca,0.708,0.211,9.0,-9.603,0.0,0.0424,0.853,0.0,0.131,0.362,72.5,audio_features,3V0nnQhqvbE3JmiDdnzQFQ,spotify:track:3V0nnQhqvbE3JmiDdnzQFQ,https://api.spotify.com/v1/tracks/3V0nnQhqvbE3JmiDdnzQFQ,https://api.spotify.com/v1/audio-analysis/3V0nnQhqvbE3JmiDdnzQFQ,152280.0,4.0
Still Don't Know My Name,Labrinth,0.516,0.167,9.0,-13.205,1.0,0.0265,0.921,1.61e-05,0.112,0.304,82.044,audio_features,7qF0FfuzBFwMe1lNHkEDxW,spotify:track:7qF0FfuzBFwMe1lNHkEDxW,https://api.spotify.com/v1/tracks/7qF0FfuzBFwMe1lNHkEDxW,https://api.spotify.com/v1/audio-analysis/7qF0FfuzBFwMe1lNHkEDxW,166676.0,4.0
July (feat. Leon Bridges),"Noah Cyrus, Leon Bridges",0.6,0.389,9.0,-5.727,1.0,0.0337,0.566,0.0,0.0826,0.244,143.577,audio_features,0XER3HPMx223xWaAgNKp4Y,spotify:track:0XER3HPMx223xWaAgNKp4Y,https://api.spotify.com/v1/tracks/0XER3HPMx223xWaAgNKp4Y,https://api.spotify.com/v1/audio-analysis/0XER3HPMx223xWaAgNKp4Y,147597.0,4.0
"Take Me Home, Country Roads",Lana Del Rey,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,audio_features,4iJyoBOLtHqaGxP12qzhQI,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082.0,4.0
My Mind & Me,Selena Gomez,0.664,0.405,1.0,-7.413,1.0,0.08,0.877,0.000765,0.11,0.743,81.89,audio_features,1Ukxccao1BlWrPhYkcXbwZ,spotify:track:1Ukxccao1BlWrPhYkcXbwZ,https://api.spotify.com/v1/tracks/1Ukxccao1BlWrPhYkcXbwZ,https://api.spotify.com/v1/audio-analysis/1Ukxccao1BlWrPhYkcXbwZ,169573.0,3.0
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",0.516,0.322,9.0,-11.762,1.0,0.0292,0.473,0.00194,0.215,0.261,148.005,audio_features,2L9N0zZnd37dwF0clgxMGI,spotify:track:2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/tracks/2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/audio-analysis/2L9N0zZnd37dwF0clgxMGI,182888.0,3.0
From The Start,Laufey,0.597,0.45,8.0,-6.658,1.0,0.0418,0.223,0.0,0.382,0.537,178.765,audio_features,4HBZA5flZLE435QTztThqH,spotify:track:4HBZA5flZLE435QTztThqH,https://api.spotify.com/v1/tracks/4HBZA5flZLE435QTztThqH,https://api.spotify.com/v1/audio-analysis/4HBZA5flZLE435QTztThqH,228482.0,3.0
ceilings,Lizzy McAlpine,0.627,0.618,2.0,-8.529,1.0,0.0437,0.0558,0.0,0.351,0.848,82.03,audio_features,3xVZYkcuWalGudeKl861wb,spotify:track:3xVZYkcuWalGudeKl861wb,https://api.spotify.com/v1/tracks/3xVZYkcuWalGudeKl861wb,https://api.spotify.com/v1/audio-analysis/3xVZYkcuWalGudeKl861wb,197443.0,4.0
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",0.398,0.286,7.0,-11.881,1.0,0.033,0.616,0.000146,0.0912,0.0666,78.262,audio_features,2KnLkZ3z7PO3kgVGHGqDpD,spotify:track:2KnLkZ3z7PO3kgVGHGqDpD,https://api.spotify.com/v1/tracks/2KnLkZ3z7PO3kgVGHGqDpD,https://api.spotify.com/v1/audio-analysis/2KnLkZ3z7PO3kgVGHGqDpD,222800.0,4.0
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",0.87,0.479,9.0,-7.779,1.0,0.165,0.161,0.000157,0.209,0.717,104.059,audio_features,0HaRLPnr887lcQM2YQzkff,spotify:track:0HaRLPnr887lcQM2YQzkff,https://api.spotify.com/v1/tracks/0HaRLPnr887lcQM2YQzkff,https://api.spotify.com/v1/audio-analysis/0HaRLPnr887lcQM2YQzkff,159124.0,4.0
It'll Be Okay,Shawn Mendes,0.828,0.621,8.0,-6.414,1.0,0.0565,0.0164,0.00233,0.0845,0.436,128.986,audio_features,0k4d5YPDr1r7FX77VdqWez,spotify:track:0k4d5YPDr1r7FX77VdqWez,https://api.spotify.com/v1/tracks/0k4d5YPDr1r7FX77VdqWez,https://api.spotify.com/v1/audio-analysis/0k4d5YPDr1r7FX77VdqWez,186173.0,4.0
For My Hand (feat. Ed Sheeran),"Burna Boy, Ed Sheeran",0.286,0.0847,2.0,-9.883,1.0,0.0397,0.934,6.94e-06,0.121,0.112,70.743,audio_features,7sq2z9oX2S0CvgTqCZ0ko4,spotify:track:7sq2z9oX2S0CvgTqCZ0ko4,https://api.spotify.com/v1/tracks/7sq2z9oX2S0CvgTqCZ0ko4,https://api.spotify.com/v1/audio-analysis/7sq2z9oX2S0CvgTqCZ0ko4,255987.0,4.0
You Right,"Doja Cat, The Weeknd",0.528,0.511,3.0,-8.144,1.0,0.0324,0.126,0.0,0.101,0.351,100.1,audio_features,3g0mEQx3NTanacLseoP0Gw,spotify:track:3g0mEQx3NTanacLseoP0Gw,https://api.spotify.com/v1/tracks/3g0mEQx3NTanacLseoP0Gw,https://api.spotify.com/v1/audio-analysis/3g0mEQx3NTanacLseoP0Gw,209880.0,4.0
exile (feat. Bon Iver),"Taylor Swift, Bon Iver",0.592,0.342,0.0,-8.93,1.0,0.0339,0.193,0.00245,0.11,0.155,130.953,audio_features,4cGqn0E8JCSY9gQllQj4Mf,spotify:track:4cGqn0E8JCSY9gQllQj4Mf,https://api.spotify.com/v1/tracks/4cGqn0E8JCSY9gQllQj4Mf,https://api.spotify.com/v1/audio-analysis/4cGqn0E8JCSY9gQllQj4Mf,241595.0,4.0
Strange,Celeste,0.548,0.307,10.0,-9.214,1.0,0.0781,0.916,0.0,0.0828,0.317,127.923,audio_features,3Nl5OkkmS5DaBZvuYofpAt,spotify:track:3Nl5OkkmS5DaBZvuYofpAt,https://api.spotify.com/v1/tracks/3Nl5OkkmS5DaBZvuYofpAt,https://api.spotify.com/v1/audio-analysis/3Nl5OkkmS5DaBZvuYofpAt,189386.0,4.0
Takeaway,"The Chainsmokers, ILLENIUM, Lennon Stella",0.677,0.401,9.0,-8.467,1.0,0.0308,0.712,0.0,0.116,0.195,111.825,audio_features,0qvzXomUDJVaUboy2wMfiS,spotify:track:0qvzXomUDJVaUboy2wMfiS,https://api.spotify.com/v1/tracks/0qvzXomUDJVaUboy2wMfiS,https://api.spotify.com/v1/audio-analysis/0qvzXomUDJVaUboy2wMfiS,232852.0,4.0
Let Somebody Go,"Coldplay, Selena Gomez",0.463,0.642,1.0,-4.474,1.0,0.34,0.314,0.0,0.0686,0.339,83.389,audio_features,59nOXPmaKlBfGMDeOVGrIK,spotify:track:59nOXPmaKlBfGMDeOVGrIK,https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK,https://api.spotify.com/v1/audio-analysis/59nOXPmaKlBfGMDeOVGrIK,189893.0,4.0
the grudge,Olivia Rodrigo,0.286,0.445,6.0,-8.087,1.0,0.0347,0.355,0.0,0.114,0.278,50.827,audio_features,727Z2S2mtNH46CbP9EWPwY,spotify:track:727Z2S2mtNH46CbP9EWPwY,https://api.spotify.com/v1/tracks/727Z2S2mtNH46CbP9EWPwY,https://api.spotify.com/v1/audio-analysis/727Z2S2mtNH46CbP9EWPwY,217352.0,4.0
This Town,Niall Horan,0.48,0.199,6.0,-12.398,1.0,0.0329,0.931,0.0563,0.0978,0.201,165.476,audio_features,1XTY6rA7XQosc0ynkkE9kN,spotify:track:1XTY6rA7XQosc0ynkkE9kN,https://api.spotify.com/v1/tracks/1XTY6rA7XQosc0ynkkE9kN,https://api.spotify.com/v1/audio-analysis/1XTY6rA7XQosc0ynkkE9kN,221510.0,4.0
WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",0.63,0.633,4.0,-7.088,1.0,0.0457,0.00776,0.0,0.0541,0.452,93.995,audio_features,3Z8FwOEN59mRMxDCtb8N0A,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/tracks/3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/audio-analysis/3Z8FwOEN59mRMxDCtb8N0A,172762.0,4.0
If You Love Her,Forest Blakk,0.44,0.04,3.0,-16.887,1.0,0.0322,0.981,0.465,0.111,0.249,135.965,audio_features,4IhTXiZLKATmwhMZIb1GQN,spotify:track:4IhTXiZLKATmwhMZIb1GQN,https://api.spotify.com/v1/tracks/4IhTXiZLKATmwhMZIb1GQN,https://api.spotify.com/v1/audio-analysis/4IhTXiZLKATmwhMZIb1GQN,193749.0,4.0
Black Friday,Tom Odell,0.507,0.294,2.0,-10.0,1.0,0.04,0.896,1.97e-05,0.0966,0.386,114.199,audio_features,6uvh0In7u1Xn4HgxOfAn8O,spotify:track:6uvh0In7u1Xn4HgxOfAn8O,https://api.spotify.com/v1/tracks/6uvh0In7u1Xn4HgxOfAn8O,https://api.spotify.com/v1/audio-analysis/6uvh0In7u1Xn4HgxOfAn8O,245964.0,4.0
Be Kind (with Halsey),"Marshmello, Halsey",0.567,0.267,4.0,-6.502,1.0,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,audio_features,1ZMiCix7XSAbfAJlEZWMCp,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,https://api.spotify.com/v1/tracks/1ZMiCix7XSAbfAJlEZWMCp,https://api.spotify.com/v1/audio-analysis/1ZMiCix7XSAbfAJlEZWMCp,240133.0,4.0
Lights Are On,Tom Rosenthal,0.357,0.425,5.0,-7.301,1.0,0.0333,0.584,0.0,0.322,0.27,102.078,audio_features,4xqrdfXkTW4T0RauPLv3WA,spotify:track:4xqrdfXkTW4T0RauPLv3WA,https://api.spotify.com/v1/tracks/4xqrdfXkTW4T0RauPLv3WA,https://api.spotify.com/v1/audio-analysis/4xqrdfXkTW4T0RauPLv3WA,198040.0,3.0
Matilda,Harry Styles,0.614,0.318,7.0,-12.695,1.0,0.0478,0.896,0.00239,0.0795,0.112,119.959,audio_features,04sN26COy28wTXYj3dMoiZ,spotify:track:04sN26COy28wTXYj3dMoiZ,https://api.spotify.com/v1/tracks/04sN26COy28wTXYj3dMoiZ,https://api.spotify.com/v1/audio-analysis/04sN26COy28wTXYj3dMoiZ,180933.0,4.0
Falling,Harry Styles,0.472,0.518,8.0,-7.379,1.0,0.051,0.383,0.127,0.289,0.154,147.805,audio_features,26hOm7dTtBi0TdpDGl141t,spotify:track:26hOm7dTtBi0TdpDGl141t,https://api.spotify.com/v1/tracks/26hOm7dTtBi0TdpDGl141t,https://api.spotify.com/v1/audio-analysis/26hOm7dTtBi0TdpDGl141t,211667.0,4.0
Heather,Conan Gray,0.641,0.324,11.0,-5.851,1.0,0.0299,0.698,0.0,0.328,0.273,110.184,audio_features,0E4Y1XIbs8GrAT1YqVy6dq,spotify:track:0E4Y1XIbs8GrAT1YqVy6dq,https://api.spotify.com/v1/tracks/0E4Y1XIbs8GrAT1YqVy6dq,https://api.spotify.com/v1/audio-analysis/0E4Y1XIbs8GrAT1YqVy6dq,185487.0,4.0
Bored,Billie Eilish,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0,0.0906,0.0823,124.148,audio_features,45bE4HXI0AwGZXfZtMp8JR,spotify:track:45bE4HXI0AwGZXfZtMp8JR,https://api.spotify.com/v1/tracks/45bE4HXI0AwGZXfZtMp8JR,https://api.spotify.com/v1/audio-analysis/45bE4HXI0AwGZXfZtMp8JR,169266.0,4.0
Die For You,Joji,0.358,0.284,7.0,-8.285,1.0,0.0285,0.805,0.0,0.183,0.276,99.796,audio_features,5Y35SjAfXjjG0sFQ3KOxmm,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/tracks/5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/audio-analysis/5Y35SjAfXjjG0sFQ3KOxmm,180853.0,3.0
Afterglow,Ed Sheeran,0.648,0.308,1.0,-11.729,1.0,0.04,0.886,0.0774,0.124,0.198,76.997,audio_features,0j1Ia2lQWrcXrQZI4AdJlk,spotify:track:0j1Ia2lQWrcXrQZI4AdJlk,https://api.spotify.com/v1/tracks/0j1Ia2lQWrcXrQZI4AdJlk,https://api.spotify.com/v1/audio-analysis/0j1Ia2lQWrcXrQZI4AdJlk,184638.0,1.0
you broke me first,Tate McRae,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805.0,4.0
Nobody Gets Me,SZA,0.605,0.377,11.0,-6.213,1.0,0.0443,0.733,0.0,0.0808,0.519,73.877,audio_features,3H3r2nKWa3Yk5gt8xgmsEt,spotify:track:3H3r2nKWa3Yk5gt8xgmsEt,https://api.spotify.com/v1/tracks/3H3r2nKWa3Yk5gt8xgmsEt,https://api.spotify.com/v1/audio-analysis/3H3r2nKWa3Yk5gt8xgmsEt,194853.0,4.0
IDK You Yet,Alexander 23,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,audio_features,5wANPM4fQCJwkGd4rN57mH,spotify:track:5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH,https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH,242013.0,4.0
Heat Waves,Glass Animals,0.718,0.467,2.0,-9.66,1.0,0.0398,0.707,6.92e-05,0.126,0.396,95.96,audio_features,4P9Q0GojKVXpRTJCaL3kyy,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,https://api.spotify.com/v1/tracks/4P9Q0GojKVXpRTJCaL3kyy,https://api.spotify.com/v1/audio-analysis/4P9Q0GojKVXpRTJCaL3kyy,221407.0,3.0
This City,Sam Fischer,0.532,0.623,5.0,-9.208,1.0,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,audio_features,3hUxzQpSfdDqwM3ZTFQY0K,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/tracks/3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/audio-analysis/3hUxzQpSfdDqwM3ZTFQY0K,261923.0,4.0
drivers license,Olivia Rodrigo,0.727,0.739,8.0,-3.805,1.0,0.0411,0.365,0.00137,0.161,0.533,93.005,audio_features,2Xr1dTzJee307rmrkt8c0g,spotify:track:2Xr1dTzJee307rmrkt8c0g,https://api.spotify.com/v1/tracks/2Xr1dTzJee307rmrkt8c0g,https://api.spotify.com/v1/audio-analysis/2Xr1dTzJee307rmrkt8c0g,145800.0,4.0
All Of The Girls You Loved Before,Taylor Swift,0.458,0.535,5.0,-4.854,0.0,0.0281,0.575,0.0,0.168,0.216,82.826,audio_features,1i9lZvlaDdWDPyXEE95aiq,spotify:track:1i9lZvlaDdWDPyXEE95aiq,https://api.spotify.com/v1/tracks/1i9lZvlaDdWDPyXEE95aiq,https://api.spotify.com/v1/audio-analysis/1i9lZvlaDdWDPyXEE95aiq,353755.0,4.0
august,Taylor Swift,0.55,0.481,4.0,-4.917,0.0,0.0395,0.0215,0.0,0.0972,0.15,108.163,audio_features,3l3iCfpZsxbxWJhYoiQNkD,spotify:track:3l3iCfpZsxbxWJhYoiQNkD,https://api.spotify.com/v1/tracks/3l3iCfpZsxbxWJhYoiQNkD,https://api.spotify.com/v1/audio-analysis/3l3iCfpZsxbxWJhYoiQNkD,198333.0,4.0
love nwantiti (ah ah ah),CKay,0.436,0.255,3.0,-8.623,1.0,0.0364,0.955,3.28e-05,0.106,0.15,113.265,audio_features,7dDrR6vMK1JAwZZ5MIWgme,spotify:track:7dDrR6vMK1JAwZZ5MIWgme,https://api.spotify.com/v1/tracks/7dDrR6vMK1JAwZZ5MIWgme,https://api.spotify.com/v1/audio-analysis/7dDrR6vMK1JAwZZ5MIWgme,205280.0,4.0
TELEKINESIS (feat. SZA & Future),"Travis Scott, SZA, Future",0.516,0.467,0.0,-6.184,1.0,0.0302,0.662,0.0,0.0853,0.386,132.861,audio_features,5WtfUKzXircvW8l5aaVZWT,spotify:track:5WtfUKzXircvW8l5aaVZWT,https://api.spotify.com/v1/tracks/5WtfUKzXircvW8l5aaVZWT,https://api.spotify.com/v1/audio-analysis/5WtfUKzXircvW8l5aaVZWT,173307.0,4.0
The Feels,Labrinth,0.584,0.684,10.0,-4.314,0.0,0.567,0.312,9.05e-05,0.112,0.72,210.164,audio_features,3NRql0A1Ef4RCvT473iqgD,spotify:track:3NRql0A1Ef4RCvT473iqgD,https://api.spotify.com/v1/tracks/3NRql0A1Ef4RCvT473iqgD,https://api.spotify.com/v1/audio-analysis/3NRql0A1Ef4RCvT473iqgD,213573.0,4.0
birthday cake,Dylan Conrique,0.464,0.473,1.0,-10.086,1.0,0.129,0.866,0.0,0.109,0.604,75.801,audio_features,2kJwzbxV2ppxnQoYw4GLBZ,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/tracks/2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/audio-analysis/2kJwzbxV2ppxnQoYw4GLBZ,208687.0,4.0
What A Time (feat. Niall Horan),"Julia Michaels, Niall Horan",0.573,0.17,11.0,-10.576,1.0,0.0555,0.834,3.08e-06,0.108,0.28,146.749,audio_features,7wB9sL81rFRGhRt6msZ9CV,spotify:track:7wB9sL81rFRGhRt6msZ9CV,https://api.spotify.com/v1/tracks/7wB9sL81rFRGhRt6msZ9CV,https://api.spotify.com/v1/audio-analysis/7wB9sL81rFRGhRt6msZ9CV,187813.0,3.0
Hell N Back,Bakar,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,audio_features,4cktbXiXOapiLBMprHFErI,spotify:track:4cktbXiXOapiLBMprHFErI,https://api.spotify.com/v1/tracks/4cktbXiXOapiLBMprHFErI,https://api.spotify.com/v1/audio-analysis/4cktbXiXOapiLBMprHFErI,189486.0,4.0
If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",0.228,0.427,0.0,-8.739,0.0,0.0363,0.752,0.0167,0.592,0.192,180.345,audio_features,0JzG1wJuB4v9UPkSE7LMXi,spotify:track:0JzG1wJuB4v9UPkSE7LMXi,https://api.spotify.com/v1/tracks/0JzG1wJuB4v9UPkSE7LMXi,https://api.spotify.com/v1/audio-analysis/0JzG1wJuB4v9UPkSE7LMXi,197333.0,4.0
How Could You,Jessie Murph,0.588,0.39,8.0,-7.753,1.0,0.0578,0.726,1.26e-05,0.0965,0.206,96.571,audio_features,7MOCaEUbfGyq1K96umNVwJ,spotify:track:7MOCaEUbfGyq1K96umNVwJ,https://api.spotify.com/v1/tracks/7MOCaEUbfGyq1K96umNVwJ,https://api.spotify.com/v1/audio-analysis/7MOCaEUbfGyq1K96umNVwJ,146267.0,4.0
Memories,Maroon 5,0.522,0.128,4.0,-18.717,1.0,0.0357,0.894,0.026,0.0941,0.124,109.986,audio_features,58wyJLv6yH1La9NIZPl3ne,spotify:track:58wyJLv6yH1La9NIZPl3ne,https://api.spotify.com/v1/tracks/58wyJLv6yH1La9NIZPl3ne,https://api.spotify.com/v1/audio-analysis/58wyJLv6yH1La9NIZPl3ne,187932.0,4.0
Hotel,Montell Fish,0.644,0.728,8.0,-5.75,1.0,0.0351,0.0543,0.169,0.161,0.43,88.993,audio_features,3OHfY25tqY28d16oZczHc8,spotify:track:3OHfY25tqY28d16oZczHc8,https://api.spotify.com/v1/tracks/3OHfY25tqY28d16oZczHc8,https://api.spotify.com/v1/audio-analysis/3OHfY25tqY28d16oZczHc8,153947.0,4.0
Pray,Jessie Murph,0.422,0.44,11.0,-5.53,1.0,0.0544,0.617,0.0,0.0837,0.332,128.934,audio_features,2PWTZV5znjLtZC5T1EVJvL,spotify:track:2PWTZV5znjLtZC5T1EVJvL,https://api.spotify.com/v1/tracks/2PWTZV5znjLtZC5T1EVJvL,https://api.spotify.com/v1/audio-analysis/2PWTZV5znjLtZC5T1EVJvL,120308.0,5.0
Can We Kiss Forever?,"Kina, Adriana Proenza",0.679,0.61,7.0,-10.936,0.0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,audio_features,1nYzjrdVQ8RpF93M0jPFW7,spotify:track:1nYzjrdVQ8RpF93M0jPFW7,https://api.spotify.com/v1/tracks/1nYzjrdVQ8RpF93M0jPFW7,https://api.spotify.com/v1/audio-analysis/1nYzjrdVQ8RpF93M0jPFW7,227186.0,4.0
Kill Bill,SZA,0.793,0.52,11.0,-7.457,0.0,0.0696,0.246,0.0,0.0878,0.309,107.014,audio_features,3p7XQpdt8Dr6oMXSvRZ9bg,spotify:track:3p7XQpdt8Dr6oMXSvRZ9bg,https://api.spotify.com/v1/tracks/3p7XQpdt8Dr6oMXSvRZ9bg,https://api.spotify.com/v1/audio-analysis/3p7XQpdt8Dr6oMXSvRZ9bg,194926.0,4.0
this is what falling in love feels like,JVKE,0.436,0.655,1.0,-8.37,0.0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,audio_features,3YJJjQPAbDT7mGpX3WtQ9A,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,https://api.spotify.com/v1/tracks/3YJJjQPAbDT7mGpX3WtQ9A,https://api.spotify.com/v1/audio-analysis/3YJJjQPAbDT7mGpX3WtQ9A,279204.0,4.0
Remember That Night?,Sara Kays,0.437,0.565,10.0,-5.596,1.0,0.0466,0.697,0.0,0.119,0.306,115.389,audio_features,6v0UJD4a2FtleHeSYVX02A,spotify:track:6v0UJD4a2FtleHeSYVX02A,https://api.spotify.com/v1/tracks/6v0UJD4a2FtleHeSYVX02A,https://api.spotify.com/v1/audio-analysis/6v0UJD4a2FtleHeSYVX02A,376169.0,4.0
I GUESS I'M IN LOVE,Clinton Kane,0.453,0.383,0.0,-11.015,1.0,0.163,0.728,0.0,0.387,0.333,105.029,audio_features,7l97ElWmIdVHWUaOeeU5ZC,spotify:track:7l97ElWmIdVHWUaOeeU5ZC,https://api.spotify.com/v1/tracks/7l97ElWmIdVHWUaOeeU5ZC,https://api.spotify.com/v1/audio-analysis/7l97ElWmIdVHWUaOeeU5ZC,175027.0,4.0
Eyes Closed,Ed Sheeran,0.551,0.55,10.0,-5.339,1.0,0.0286,0.777,0.0,0.202,0.342,101.19,audio_features,1Y3LN4zO1Edc2EluIoSPJN,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/tracks/1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/audio-analysis/1Y3LN4zO1Edc2EluIoSPJN,176440.0,3.0
Good Days,SZA,0.565,0.203,2.0,-13.656,1.0,0.0332,0.902,0.0,0.115,0.408,93.213,audio_features,5PJH1U5Iie893v48Fl9yaC,spotify:track:5PJH1U5Iie893v48Fl9yaC,https://api.spotify.com/v1/tracks/5PJH1U5Iie893v48Fl9yaC,https://api.spotify.com/v1/audio-analysis/5PJH1U5Iie893v48Fl9yaC,180000.0,4.0
I Drink Wine,Adele,0.555,0.27,2.0,-15.892,1.0,0.0888,0.931,0.544,0.103,0.271,139.681,audio_features,1lORkxEMmsCZqhoxcmk3A3,spotify:track:1lORkxEMmsCZqhoxcmk3A3,https://api.spotify.com/v1/tracks/1lORkxEMmsCZqhoxcmk3A3,https://api.spotify.com/v1/audio-analysis/1lORkxEMmsCZqhoxcmk3A3,162797.0,3.0
that way,Tate McRae,0.399,0.491,6.0,-10.778,0.0,0.0538,0.0563,0.00089,0.11,0.151,91.066,audio_features,6AGOKlMZWLCaEJGnaROtF9,spotify:track:6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/tracks/6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/audio-analysis/6AGOKlMZWLCaEJGnaROtF9,210463.0,4.0
Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.0,0.21,0.0978,102.819,audio_features,4l0Mvzj72xxOpRrp6h8nHi,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/tracks/4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/audio-analysis/4l0Mvzj72xxOpRrp6h8nHi,206459.0,4.0
Cool About It,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",0.654,0.63,10.0,-4.644,1.0,0.0259,0.153,0.0,0.111,0.43,89.991,audio_features,2wrJq5XKLnmhRXHIAf9xBa,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,https://api.spotify.com/v1/tracks/2wrJq5XKLnmhRXHIAf9xBa,https://api.spotify.com/v1/audio-analysis/2wrJq5XKLnmhRXHIAf9xBa,167693.0,4.0
