name,artist,features
Little Things,Jorja Smith,"{'danceability': 0.843, 'energy': 0.78, 'key': 6, 'loudness': -7.182, 'mode': 0, 'speechiness': 0.212, 'acousticness': 0.0836, 'instrumentalness': 0.00086, 'liveness': 0.0819, 'valence': 0.652, 'tempo': 134.962, 'type': 'audio_features', 'id': '1javLzBHyEKJJrG3s6FHaM', 'uri': 'spotify:track:1javLzBHyEKJJrG3s6FHaM', 'track_href': 'https://api.spotify.com/v1/tracks/1javLzBHyEKJJrG3s6FHaM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1javLzBHyEKJJrG3s6FHaM', 'duration_ms': 204600, 'time_signature': 4}"
Good Days,SZA,"{'danceability': 0.436, 'energy': 0.655, 'key': 1, 'loudness': -8.37, 'mode': 0, 'speechiness': 0.0583, 'acousticness': 0.499, 'instrumentalness': 8.1e-06, 'liveness': 0.688, 'valence': 0.412, 'tempo': 121.002, 'type': 'audio_features', 'id': '3YJJjQPAbDT7mGpX3WtQ9A', 'uri': 'spotify:track:3YJJjQPAbDT7mGpX3WtQ9A', 'track_href': 'https://api.spotify.com/v1/tracks/3YJJjQPAbDT7mGpX3WtQ9A', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3YJJjQPAbDT7mGpX3WtQ9A', 'duration_ms': 279204, 'time_signature': 4}"
Cloudy Day,Tones And I,"{'danceability': 0.705, 'energy': 0.776, 'key': 4, 'loudness': -6.096, 'mode': 1, 'speechiness': 0.0445, 'acousticness': 0.0643, 'instrumentalness': 2.81e-06, 'liveness': 0.0246, 'valence': 0.366, 'tempo': 116.011, 'type': 'audio_features', 'id': '0mA7zotmg2ZFMRALljdZsS', 'uri': 'spotify:track:0mA7zotmg2ZFMRALljdZsS', 'track_href': 'https://api.spotify.com/v1/tracks/0mA7zotmg2ZFMRALljdZsS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0mA7zotmg2ZFMRALljdZsS', 'duration_ms': 185304, 'time_signature': 4}"
Baxter (these are my friends),"Fred again.., Baxter Dury","{'danceability': 0.487, 'energy': 0.808, 'key': 11, 'loudness': -4.832, 'mode': 0, 'speechiness': 0.143, 'acousticness': 0.00205, 'instrumentalness': 0.0589, 'liveness': 0.056, 'valence': 0.424, 'tempo': 120.143, 'type': 'audio_features', 'id': '6Orwi1oYLckpnBF7NbCbrg', 'uri': 'spotify:track:6Orwi1oYLckpnBF7NbCbrg', 'track_href': 'https://api.spotify.com/v1/tracks/6Orwi1oYLckpnBF7NbCbrg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Orwi1oYLckpnBF7NbCbrg', 'duration_ms': 244035, 'time_signature': 4}"
If It Feels Good (Then It Must Be),Leon Bridges,"{'danceability': 0.777, 'energy': 0.72, 'key': 8, 'loudness': -5.293, 'mode': 1, 'speechiness': 0.0525, 'acousticness': 0.0432, 'instrumentalness': 0, 'liveness': 0.251, 'valence': 0.945, 'tempo': 114.955, 'type': 'audio_features', 'id': '72Dd7GCaepMi8ktuXxmSZF', 'uri': 'spotify:track:72Dd7GCaepMi8ktuXxmSZF', 'track_href': 'https://api.spotify.com/v1/tracks/72Dd7GCaepMi8ktuXxmSZF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/72Dd7GCaepMi8ktuXxmSZF', 'duration_ms': 194827, 'time_signature': 4}"
Put Your Records On,Ritt Momney,"{'danceability': 0.399, 'energy': 0.491, 'key': 6, 'loudness': -10.778, 'mode': 0, 'speechiness': 0.0538, 'acousticness': 0.0563, 'instrumentalness': 0.00089, 'liveness': 0.11, 'valence': 0.151, 'tempo': 91.066, 'type': 'audio_features', 'id': '6AGOKlMZWLCaEJGnaROtF9', 'uri': 'spotify:track:6AGOKlMZWLCaEJGnaROtF9', 'track_href': 'https://api.spotify.com/v1/tracks/6AGOKlMZWLCaEJGnaROtF9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6AGOKlMZWLCaEJGnaROtF9', 'duration_ms': 210463, 'time_signature': 4}"
"Collide - From ""Queen & Slim: The Soundtrack""","Tiana Major9, EARTHGANG","{'danceability': 0.55, 'energy': 0.666, 'key': 5, 'loudness': -6.089, 'mode': 1, 'speechiness': 0.0656, 'acousticness': 0.308, 'instrumentalness': 0.00763, 'liveness': 0.185, 'valence': 0.423, 'tempo': 147.828, 'type': 'audio_features', 'id': '1mEO3xiJqEWXYIdZalDzHR', 'uri': 'spotify:track:1mEO3xiJqEWXYIdZalDzHR', 'track_href': 'https://api.spotify.com/v1/tracks/1mEO3xiJqEWXYIdZalDzHR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1mEO3xiJqEWXYIdZalDzHR', 'duration_ms': 205453, 'time_signature': 4}"
Blackoak,Maribou State,"{'danceability': 0.637, 'energy': 0.83, 'key': 8, 'loudness': -7.222, 'mode': 0, 'speechiness': 0.0436, 'acousticness': 0.369, 'instrumentalness': 0.131, 'liveness': 0.143, 'valence': 0.711, 'tempo': 101.966, 'type': 'audio_features', 'id': '1iJL69P6zSF5lGf961kC18', 'uri': 'spotify:track:1iJL69P6zSF5lGf961kC18', 'track_href': 'https://api.spotify.com/v1/tracks/1iJL69P6zSF5lGf961kC18', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1iJL69P6zSF5lGf961kC18', 'duration_ms': 288613, 'time_signature': 4}"
Walking On A Dream,Empire of the Sun,"{'danceability': 0.871, 'energy': 0.701, 'key': 5, 'loudness': -5.594, 'mode': 0, 'speechiness': 0.0458, 'acousticness': 0.257, 'instrumentalness': 7.52e-06, 'liveness': 0.0589, 'valence': 0.716, 'tempo': 126.975, 'type': 'audio_features', 'id': '5r5cp9IpziiIsR6b93vcnQ', 'uri': 'spotify:track:5r5cp9IpziiIsR6b93vcnQ', 'track_href': 'https://api.spotify.com/v1/tracks/5r5cp9IpziiIsR6b93vcnQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5r5cp9IpziiIsR6b93vcnQ', 'duration_ms': 198440, 'time_signature': 4}"
Church (feat. EARTHGANG),"Samm Henshaw, EARTHGANG","{'danceability': 0.652, 'energy': 0.746, 'key': 8, 'loudness': -4.62, 'mode': 1, 'speechiness': 0.107, 'acousticness': 0.0177, 'instrumentalness': 0.00044, 'liveness': 0.0734, 'valence': 0.894, 'tempo': 165.861, 'type': 'audio_features', 'id': '1T37rmthd8KPcRPcD5Tm7u', 'uri': 'spotify:track:1T37rmthd8KPcRPcD5Tm7u', 'track_href': 'https://api.spotify.com/v1/tracks/1T37rmthd8KPcRPcD5Tm7u', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1T37rmthd8KPcRPcD5Tm7u', 'duration_ms': 228118, 'time_signature': 4}"
Day 1 ◑,HONNE,"{'danceability': 0.503, 'energy': 0.581, 'key': 6, 'loudness': -7.007, 'mode': 1, 'speechiness': 0.0881, 'acousticness': 0.21, 'instrumentalness': 0.000708, 'liveness': 0.257, 'valence': 0.633, 'tempo': 94.555, 'type': 'audio_features', 'id': '6ZzYETKetIfNUsZUb23jgG', 'uri': 'spotify:track:6ZzYETKetIfNUsZUb23jgG', 'track_href': 'https://api.spotify.com/v1/tracks/6ZzYETKetIfNUsZUb23jgG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6ZzYETKetIfNUsZUb23jgG', 'duration_ms': 233601, 'time_signature': 4}"
If You Don't Want My Love,Jalen Ngonda,"{'danceability': 0.595, 'energy': 0.776, 'key': 11, 'loudness': -5.772, 'mode': 0, 'speechiness': 0.0386, 'acousticness': 0.129, 'instrumentalness': 0.000602, 'liveness': 0.246, 'valence': 0.933, 'tempo': 92.881, 'type': 'audio_features', 'id': '4A48ckONJNoXU5smWT9CeG', 'uri': 'spotify:track:4A48ckONJNoXU5smWT9CeG', 'track_href': 'https://api.spotify.com/v1/tracks/4A48ckONJNoXU5smWT9CeG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4A48ckONJNoXU5smWT9CeG', 'duration_ms': 146813, 'time_signature': 4}"
Music Sounds Better with You,NEIL FRANCES,"{'danceability': 0.927, 'energy': 0.525, 'key': 8, 'loudness': -8.256, 'mode': 0, 'speechiness': 0.0667, 'acousticness': 0.274, 'instrumentalness': 0.238, 'liveness': 0.0672, 'valence': 0.778, 'tempo': 118.023, 'type': 'audio_features', 'id': '1vMGIZbIkpaLSagdF2ygcV', 'uri': 'spotify:track:1vMGIZbIkpaLSagdF2ygcV', 'track_href': 'https://api.spotify.com/v1/tracks/1vMGIZbIkpaLSagdF2ygcV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1vMGIZbIkpaLSagdF2ygcV', 'duration_ms': 198305, 'time_signature': 4}"
Tondo,"Disclosure, Eko Roosevelt","{'danceability': 0.675, 'energy': 0.92, 'key': 0, 'loudness': -7.153, 'mode': 0, 'speechiness': 0.0539, 'acousticness': 0.0126, 'instrumentalness': 0.117, 'liveness': 0.329, 'valence': 0.842, 'tempo': 132.001, 'type': 'audio_features', 'id': '0csz09qS2n8Jo7LogHKu7j', 'uri': 'spotify:track:0csz09qS2n8Jo7LogHKu7j', 'track_href': 'https://api.spotify.com/v1/tracks/0csz09qS2n8Jo7LogHKu7j', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0csz09qS2n8Jo7LogHKu7j', 'duration_ms': 329280, 'time_signature': 4}"
1st Time,Bakar,"{'danceability': 0.801, 'energy': 0.718, 'key': 2, 'loudness': -7.357, 'mode': 1, 'speechiness': 0.0421, 'acousticness': 0.0932, 'instrumentalness': 0.0331, 'liveness': 0.186, 'valence': 0.758, 'tempo': 122.994, 'type': 'audio_features', 'id': '4udjo5nLK61pKajakfrndc', 'uri': 'spotify:track:4udjo5nLK61pKajakfrndc', 'track_href': 'https://api.spotify.com/v1/tracks/4udjo5nLK61pKajakfrndc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4udjo5nLK61pKajakfrndc', 'duration_ms': 181747, 'time_signature': 4}"
Thinking of You (Spotify Singles),Joesef,"{'danceability': 0.603, 'energy': 0.786, 'key': 11, 'loudness': -7.372, 'mode': 1, 'speechiness': 0.0576, 'acousticness': 0.174, 'instrumentalness': 0, 'liveness': 0.04, 'valence': 0.763, 'tempo': 99.997, 'type': 'audio_features', 'id': '0zXhiHHnUzhCYd3ehnZEe5', 'uri': 'spotify:track:0zXhiHHnUzhCYd3ehnZEe5', 'track_href': 'https://api.spotify.com/v1/tracks/0zXhiHHnUzhCYd3ehnZEe5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0zXhiHHnUzhCYd3ehnZEe5', 'duration_ms': 272125, 'time_signature': 4}"
Disco Man,Remi Wolf,"{'danceability': 0.686, 'energy': 0.682, 'key': 6, 'loudness': -7.656, 'mode': 0, 'speechiness': 0.0459, 'acousticness': 0.0443, 'instrumentalness': 0.0131, 'liveness': 0.43, 'valence': 0.854, 'tempo': 84.985, 'type': 'audio_features', 'id': '0T7aTl1t15HKHfwep4nANV', 'uri': 'spotify:track:0T7aTl1t15HKHfwep4nANV', 'track_href': 'https://api.spotify.com/v1/tracks/0T7aTl1t15HKHfwep4nANV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0T7aTl1t15HKHfwep4nANV', 'duration_ms': 192000, 'time_signature': 4}"
Tangerine,Glass Animals,"{'danceability': 0.845, 'energy': 0.583, 'key': 9, 'loudness': -5.948, 'mode': 0, 'speechiness': 0.0773, 'acousticness': 0.114, 'instrumentalness': 0.000536, 'liveness': 0.1, 'valence': 0.842, 'tempo': 149.941, 'type': 'audio_features', 'id': '40rOlDoGejXXF4B0BYsjx8', 'uri': 'spotify:track:40rOlDoGejXXF4B0BYsjx8', 'track_href': 'https://api.spotify.com/v1/tracks/40rOlDoGejXXF4B0BYsjx8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/40rOlDoGejXXF4B0BYsjx8', 'duration_ms': 200584, 'time_signature': 4}"
Happiness (Dance Floor Edit),The 1975,"{'danceability': 0.67, 'energy': 0.895, 'key': 11, 'loudness': -5.294, 'mode': 1, 'speechiness': 0.0352, 'acousticness': 0.0943, 'instrumentalness': 0.0322, 'liveness': 0.305, 'valence': 0.897, 'tempo': 118.002, 'type': 'audio_features', 'id': '34Tmk8gwlRRegVVZDRxXxk', 'uri': 'spotify:track:34Tmk8gwlRRegVVZDRxXxk', 'track_href': 'https://api.spotify.com/v1/tracks/34Tmk8gwlRRegVVZDRxXxk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/34Tmk8gwlRRegVVZDRxXxk', 'duration_ms': 235963, 'time_signature': 4}"
For A Minute,WizTheMc,"{'danceability': 0.707, 'energy': 0.763, 'key': 2, 'loudness': -6.512, 'mode': 1, 'speechiness': 0.0915, 'acousticness': 0.0282, 'instrumentalness': 2.26e-06, 'liveness': 0.102, 'valence': 0.827, 'tempo': 159.976, 'type': 'audio_features', 'id': '5cF53kSZ8g4YzZqHEJzR9o', 'uri': 'spotify:track:5cF53kSZ8g4YzZqHEJzR9o', 'track_href': 'https://api.spotify.com/v1/tracks/5cF53kSZ8g4YzZqHEJzR9o', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5cF53kSZ8g4YzZqHEJzR9o', 'duration_ms': 108984, 'time_signature': 4}"
Rice,Young Fathers,"{'danceability': 0.56, 'energy': 0.807, 'key': 6, 'loudness': -6.665, 'mode': 1, 'speechiness': 0.0536, 'acousticness': 0.0229, 'instrumentalness': 0.00013, 'liveness': 0.302, 'valence': 0.237, 'tempo': 105.023, 'type': 'audio_features', 'id': '79yGgP2ruLB7SavHhjPFI3', 'uri': 'spotify:track:79yGgP2ruLB7SavHhjPFI3', 'track_href': 'https://api.spotify.com/v1/tracks/79yGgP2ruLB7SavHhjPFI3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/79yGgP2ruLB7SavHhjPFI3', 'duration_ms': 159616, 'time_signature': 4}"
I Don't Wanna Talk (I Just Wanna Dance),Glass Animals,"{'danceability': 0.703, 'energy': 0.624, 'key': 7, 'loudness': -6.228, 'mode': 1, 'speechiness': 0.0364, 'acousticness': 0.0156, 'instrumentalness': 5.53e-05, 'liveness': 0.299, 'valence': 0.808, 'tempo': 131.966, 'type': 'audio_features', 'id': '6IbCvfmmICEEAyDwQ9zcbt', 'uri': 'spotify:track:6IbCvfmmICEEAyDwQ9zcbt', 'track_href': 'https://api.spotify.com/v1/tracks/6IbCvfmmICEEAyDwQ9zcbt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6IbCvfmmICEEAyDwQ9zcbt', 'duration_ms': 195191, 'time_signature': 4}"
AOK,Tai Verdes,"{'danceability': 0.731, 'energy': 0.626, 'key': 11, 'loudness': -6.919, 'mode': 1, 'speechiness': 0.0805, 'acousticness': 0.125, 'instrumentalness': 0, 'liveness': 0.183, 'valence': 0.862, 'tempo': 82.488, 'type': 'audio_features', 'id': '1sx0XsWUusUoPstbvokZjP', 'uri': 'spotify:track:1sx0XsWUusUoPstbvokZjP', 'track_href': 'https://api.spotify.com/v1/tracks/1sx0XsWUusUoPstbvokZjP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1sx0XsWUusUoPstbvokZjP', 'duration_ms': 173640, 'time_signature': 4}"
Pink + White,Frank Ocean,"{'danceability': 0.545, 'energy': 0.545, 'key': 9, 'loudness': -7.362, 'mode': 1, 'speechiness': 0.107, 'acousticness': 0.667, 'instrumentalness': 5.48e-05, 'liveness': 0.417, 'valence': 0.549, 'tempo': 159.94, 'type': 'audio_features', 'id': '3xKsf9qdS1CyvXSMEid6g8', 'uri': 'spotify:track:3xKsf9qdS1CyvXSMEid6g8', 'track_href': 'https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8', 'duration_ms': 184516, 'time_signature': 3}"
Just Cool,Obongjayar,"{'danceability': 0.953, 'energy': 0.782, 'key': 2, 'loudness': -5.454, 'mode': 1, 'speechiness': 0.119, 'acousticness': 0.112, 'instrumentalness': 3.84e-05, 'liveness': 0.076, 'valence': 0.96, 'tempo': 115.005, 'type': 'audio_features', 'id': '553yNvwJjHlHwDF4fA9ZUP', 'uri': 'spotify:track:553yNvwJjHlHwDF4fA9ZUP', 'track_href': 'https://api.spotify.com/v1/tracks/553yNvwJjHlHwDF4fA9ZUP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/553yNvwJjHlHwDF4fA9ZUP', 'duration_ms': 220243, 'time_signature': 4}"
Think That I Don't Need Your Love,Joesef,"{'danceability': 0.69, 'energy': 0.83, 'key': 7, 'loudness': -8.067, 'mode': 0, 'speechiness': 0.0697, 'acousticness': 0.108, 'instrumentalness': 1.17e-05, 'liveness': 0.0843, 'valence': 0.801, 'tempo': 99.985, 'type': 'audio_features', 'id': '1vFOdLRFuiz5K2pZ7UggOJ', 'uri': 'spotify:track:1vFOdLRFuiz5K2pZ7UggOJ', 'track_href': 'https://api.spotify.com/v1/tracks/1vFOdLRFuiz5K2pZ7UggOJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1vFOdLRFuiz5K2pZ7UggOJ', 'duration_ms': 223414, 'time_signature': 4}"
More Than A Woman - SG's Paradise Edit,"Bee Gees, SG Lewis","{'danceability': 0.679, 'energy': 0.762, 'key': 10, 'loudness': -4.253, 'mode': 0, 'speechiness': 0.0316, 'acousticness': 0.00469, 'instrumentalness': 0.23, 'liveness': 0.0446, 'valence': 0.511, 'tempo': 105.407, 'type': 'audio_features', 'id': '0L3XCv9i9IHs8cJEVhsJ3J', 'uri': 'spotify:track:0L3XCv9i9IHs8cJEVhsJ3J', 'track_href': 'https://api.spotify.com/v1/tracks/0L3XCv9i9IHs8cJEVhsJ3J', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0L3XCv9i9IHs8cJEVhsJ3J', 'duration_ms': 357936, 'time_signature': 4}"
Hope,Arlo Parks,"{'danceability': 0.582, 'energy': 0.521, 'key': 1, 'loudness': -8.823, 'mode': 0, 'speechiness': 0.0352, 'acousticness': 0.401, 'instrumentalness': 0.000107, 'liveness': 0.357, 'valence': 0.408, 'tempo': 99.034, 'type': 'audio_features', 'id': '23bwujVYKeGdbcLd2LQxVo', 'uri': 'spotify:track:23bwujVYKeGdbcLd2LQxVo', 'track_href': 'https://api.spotify.com/v1/tracks/23bwujVYKeGdbcLd2LQxVo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/23bwujVYKeGdbcLd2LQxVo', 'duration_ms': 270067, 'time_signature': 4}"
Hi-Fidelity,"Lava La Rue, Biig Piig","{'danceability': 0.761, 'energy': 0.668, 'key': 11, 'loudness': -7.698, 'mode': 1, 'speechiness': 0.123, 'acousticness': 0.0939, 'instrumentalness': 1.92e-06, 'liveness': 0.0935, 'valence': 0.611, 'tempo': 93.195, 'type': 'audio_features', 'id': '2d9UdLMMe80RNfuQcGmuIe', 'uri': 'spotify:track:2d9UdLMMe80RNfuQcGmuIe', 'track_href': 'https://api.spotify.com/v1/tracks/2d9UdLMMe80RNfuQcGmuIe', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2d9UdLMMe80RNfuQcGmuIe', 'duration_ms': 199089, 'time_signature': 4}"
Relax My Eyes,"ANOTR, Abel Balder","{'danceability': 0.747, 'energy': 0.616, 'key': 3, 'loudness': -9.76, 'mode': 0, 'speechiness': 0.0324, 'acousticness': 0.176, 'instrumentalness': 0.116, 'liveness': 0.143, 'valence': 0.908, 'tempo': 131.975, 'type': 'audio_features', 'id': '5u4hhtZ7f4rWkMZEZcTKrH', 'uri': 'spotify:track:5u4hhtZ7f4rWkMZEZcTKrH', 'track_href': 'https://api.spotify.com/v1/tracks/5u4hhtZ7f4rWkMZEZcTKrH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5u4hhtZ7f4rWkMZEZcTKrH', 'duration_ms': 192151, 'time_signature': 4}"
Early,"Joy Crookes, Jafaris","{'danceability': 0.785, 'energy': 0.435, 'key': 0, 'loudness': -9.115, 'mode': 1, 'speechiness': 0.147, 'acousticness': 0.223, 'instrumentalness': 0.00232, 'liveness': 0.124, 'valence': 0.633, 'tempo': 138.934, 'type': 'audio_features', 'id': '6AcFiVsHvDtat3rmHNK2Nf', 'uri': 'spotify:track:6AcFiVsHvDtat3rmHNK2Nf', 'track_href': 'https://api.spotify.com/v1/tracks/6AcFiVsHvDtat3rmHNK2Nf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6AcFiVsHvDtat3rmHNK2Nf', 'duration_ms': 193934, 'time_signature': 4}"
Sunday Best,Surfaces,"{'danceability': 0.869, 'energy': 0.555, 'key': 5, 'loudness': -5.984, 'mode': 1, 'speechiness': 0.0454, 'acousticness': 0.137, 'instrumentalness': 0, 'liveness': 0.0746, 'valence': 0.738, 'tempo': 112.003, 'type': 'audio_features', 'id': '1qYKWcEOrh2tM8PlgIm8K1', 'uri': 'spotify:track:1qYKWcEOrh2tM8PlgIm8K1', 'track_href': 'https://api.spotify.com/v1/tracks/1qYKWcEOrh2tM8PlgIm8K1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1qYKWcEOrh2tM8PlgIm8K1', 'duration_ms': 158948, 'time_signature': 4}"
Learn To Fly,"Surfaces, Elton John","{'danceability': 0.569, 'energy': 0.536, 'key': 1, 'loudness': -6.137, 'mode': 1, 'speechiness': 0.0819, 'acousticness': 0.554, 'instrumentalness': 0, 'liveness': 0.0655, 'valence': 0.656, 'tempo': 173.695, 'type': 'audio_features', 'id': '2gXVf2h4yVftxLwQx6Z4Qx', 'uri': 'spotify:track:2gXVf2h4yVftxLwQx6Z4Qx', 'track_href': 'https://api.spotify.com/v1/tracks/2gXVf2h4yVftxLwQx6Z4Qx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2gXVf2h4yVftxLwQx6Z4Qx', 'duration_ms': 209833, 'time_signature': 4}"
All Of The Time,Jungle,"{'danceability': 0.694, 'energy': 0.874, 'key': 5, 'loudness': -5.988, 'mode': 0, 'speechiness': 0.0413, 'acousticness': 0.0367, 'instrumentalness': 0.0963, 'liveness': 0.955, 'valence': 0.877, 'tempo': 130.007, 'type': 'audio_features', 'id': '2ezQq2qWhGO6J6q5JwC50d', 'uri': 'spotify:track:2ezQq2qWhGO6J6q5JwC50d', 'track_href': 'https://api.spotify.com/v1/tracks/2ezQq2qWhGO6J6q5JwC50d', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2ezQq2qWhGO6J6q5JwC50d', 'duration_ms': 182040, 'time_signature': 4}"
Daisy Chain,"Pixey, Tayo Sound","{'danceability': 0.592, 'energy': 0.867, 'key': 5, 'loudness': -3.329, 'mode': 1, 'speechiness': 0.0325, 'acousticness': 0.0135, 'instrumentalness': 0.00463, 'liveness': 0.0923, 'valence': 0.836, 'tempo': 93.984, 'type': 'audio_features', 'id': '6YDydLu0kWJXAuU6WYcbH2', 'uri': 'spotify:track:6YDydLu0kWJXAuU6WYcbH2', 'track_href': 'https://api.spotify.com/v1/tracks/6YDydLu0kWJXAuU6WYcbH2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6YDydLu0kWJXAuU6WYcbH2', 'duration_ms': 166600, 'time_signature': 4}"
Lets Go Surfing,The Drums,"{'danceability': 0.579, 'energy': 0.806, 'key': 1, 'loudness': -5.7, 'mode': 1, 'speechiness': 0.0323, 'acousticness': 0.214, 'instrumentalness': 0.000535, 'liveness': 0.0917, 'valence': 0.789, 'tempo': 174.057, 'type': 'audio_features', 'id': '49skdn8Truaufvcz8BXmtT', 'uri': 'spotify:track:49skdn8Truaufvcz8BXmtT', 'track_href': 'https://api.spotify.com/v1/tracks/49skdn8Truaufvcz8BXmtT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/49skdn8Truaufvcz8BXmtT', 'duration_ms': 174307, 'time_signature': 4}"
Good Vibrations,Nectar Woode,"{'danceability': 0.725, 'energy': 0.221, 'key': 9, 'loudness': -11.814, 'mode': 1, 'speechiness': 0.0918, 'acousticness': 0.815, 'instrumentalness': 7.83e-05, 'liveness': 0.108, 'valence': 0.521, 'tempo': 171.669, 'type': 'audio_features', 'id': '3b1LOYktJgqGoy3QMyhOCk', 'uri': 'spotify:track:3b1LOYktJgqGoy3QMyhOCk', 'track_href': 'https://api.spotify.com/v1/tracks/3b1LOYktJgqGoy3QMyhOCk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3b1LOYktJgqGoy3QMyhOCk', 'duration_ms': 229444, 'time_signature': 3}"
MAMA'S EYES,METTE,"{'danceability': 0.775, 'energy': 0.742, 'key': 1, 'loudness': -5.226, 'mode': 0, 'speechiness': 0.101, 'acousticness': 0.0779, 'instrumentalness': 2.73e-05, 'liveness': 0.401, 'valence': 0.514, 'tempo': 121.89, 'type': 'audio_features', 'id': '3FSOP0KUsO3hv96E92CHsp', 'uri': 'spotify:track:3FSOP0KUsO3hv96E92CHsp', 'track_href': 'https://api.spotify.com/v1/tracks/3FSOP0KUsO3hv96E92CHsp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3FSOP0KUsO3hv96E92CHsp', 'duration_ms': 200199, 'time_signature': 4}"
Too Good,Arlo Parks,"{'danceability': 0.718, 'energy': 0.772, 'key': 5, 'loudness': -5.155, 'mode': 0, 'speechiness': 0.0529, 'acousticness': 0.298, 'instrumentalness': 0, 'liveness': 0.337, 'valence': 0.843, 'tempo': 95.917, 'type': 'audio_features', 'id': '1HHIv96gVeVkoOBzQeH9d8', 'uri': 'spotify:track:1HHIv96gVeVkoOBzQeH9d8', 'track_href': 'https://api.spotify.com/v1/tracks/1HHIv96gVeVkoOBzQeH9d8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1HHIv96gVeVkoOBzQeH9d8', 'duration_ms': 221000, 'time_signature': 4}"
Good News,Bakar,"{'danceability': 0.689, 'energy': 0.666, 'key': 7, 'loudness': -5.147, 'mode': 1, 'speechiness': 0.0391, 'acousticness': 0.557, 'instrumentalness': 1.9e-06, 'liveness': 0.115, 'valence': 0.197, 'tempo': 105.006, 'type': 'audio_features', 'id': '0u4warxXglSh16oXyMEpoB', 'uri': 'spotify:track:0u4warxXglSh16oXyMEpoB', 'track_href': 'https://api.spotify.com/v1/tracks/0u4warxXglSh16oXyMEpoB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0u4warxXglSh16oXyMEpoB', 'duration_ms': 190348, 'time_signature': 4}"
Sunshine,Tom Misch,"{'danceability': 0.897, 'energy': 0.666, 'key': 11, 'loudness': -7.324, 'mode': 0, 'speechiness': 0.0643, 'acousticness': 0.146, 'instrumentalness': 0.00514, 'liveness': 0.0953, 'valence': 0.537, 'tempo': 113.013, 'type': 'audio_features', 'id': '2cpMKfiXvUmPni5jpTCvxd', 'uri': 'spotify:track:2cpMKfiXvUmPni5jpTCvxd', 'track_href': 'https://api.spotify.com/v1/tracks/2cpMKfiXvUmPni5jpTCvxd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2cpMKfiXvUmPni5jpTCvxd', 'duration_ms': 218000, 'time_signature': 4}"
