name,artist,features
Sex on Fire,Kings of Leon,"{'danceability': 0.542, 'energy': 0.905, 'key': 9, 'loudness': -5.653, 'mode': 1, 'speechiness': 0.054, 'acousticness': 0.00172, 'instrumentalness': 0.0104, 'liveness': 0.136, 'valence': 0.374, 'tempo': 153.398, 'type': 'audio_features', 'id': '0ntQJM78wzOLVeCUAW7Y45', 'uri': 'spotify:track:0ntQJM78wzOLVeCUAW7Y45', 'track_href': 'https://api.spotify.com/v1/tracks/0ntQJM78wzOLVeCUAW7Y45', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0ntQJM78wzOLVeCUAW7Y45', 'duration_ms': 203347, 'time_signature': 4}"
Naive,The Kooks,"{'danceability': 0.547, 'energy': 0.816, 'key': 8, 'loudness': -6.165, 'mode': 0, 'speechiness': 0.0624, 'acousticness': 0.0688, 'instrumentalness': 0, 'liveness': 0.127, 'valence': 0.722, 'tempo': 102.765, 'type': 'audio_features', 'id': '2RUhtNBh43RtSg0WBPPq3m', 'uri': 'spotify:track:2RUhtNBh43RtSg0WBPPq3m', 'track_href': 'https://api.spotify.com/v1/tracks/2RUhtNBh43RtSg0WBPPq3m', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2RUhtNBh43RtSg0WBPPq3m', 'duration_ms': 203507, 'time_signature': 4}"
Chocolate,The 1975,"{'danceability': 0.591, 'energy': 0.94, 'key': 11, 'loudness': -4.341, 'mode': 1, 'speechiness': 0.0522, 'acousticness': 0.00391, 'instrumentalness': 0, 'liveness': 0.383, 'valence': 0.676, 'tempo': 100.043, 'type': 'audio_features', 'id': '44Ljlpy44mHvLJxcYUvTK0', 'uri': 'spotify:track:44Ljlpy44mHvLJxcYUvTK0', 'track_href': 'https://api.spotify.com/v1/tracks/44Ljlpy44mHvLJxcYUvTK0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/44Ljlpy44mHvLJxcYUvTK0', 'duration_ms': 224640, 'time_signature': 4}"
Reptilia,The Strokes,"{'danceability': 0.489, 'energy': 0.649, 'key': 9, 'loudness': -5.11, 'mode': 1, 'speechiness': 0.0336, 'acousticness': 0.000603, 'instrumentalness': 0.713, 'liveness': 0.101, 'valence': 0.77, 'tempo': 158.009, 'type': 'audio_features', 'id': '57Xjny5yNzAcsxnusKmAfA', 'uri': 'spotify:track:57Xjny5yNzAcsxnusKmAfA', 'track_href': 'https://api.spotify.com/v1/tracks/57Xjny5yNzAcsxnusKmAfA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/57Xjny5yNzAcsxnusKmAfA', 'duration_ms': 219827, 'time_signature': 4}"
Chelsea Dagger,The Fratellis,"{'danceability': 0.512, 'energy': 0.817, 'key': 7, 'loudness': -3.154, 'mode': 1, 'speechiness': 0.142, 'acousticness': 0.0505, 'instrumentalness': 0, 'liveness': 0.0775, 'valence': 0.552, 'tempo': 154.607, 'type': 'audio_features', 'id': '3ItzRpwvKtkDSNdRSjXu7Z', 'uri': 'spotify:track:3ItzRpwvKtkDSNdRSjXu7Z', 'track_href': 'https://api.spotify.com/v1/tracks/3ItzRpwvKtkDSNdRSjXu7Z', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3ItzRpwvKtkDSNdRSjXu7Z', 'duration_ms': 215173, 'time_signature': 4}"
Charlemagne,Blossoms,"{'danceability': 0.544, 'energy': 0.925, 'key': 9, 'loudness': -3.828, 'mode': 0, 'speechiness': 0.0406, 'acousticness': 0.00327, 'instrumentalness': 0.000399, 'liveness': 0.284, 'valence': 0.789, 'tempo': 101.984, 'type': 'audio_features', 'id': '7H5WVBQdSnJ1zmu8JoD6pg', 'uri': 'spotify:track:7H5WVBQdSnJ1zmu8JoD6pg', 'track_href': 'https://api.spotify.com/v1/tracks/7H5WVBQdSnJ1zmu8JoD6pg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7H5WVBQdSnJ1zmu8JoD6pg', 'duration_ms': 166792, 'time_signature': 4}"
Paper Planes,M.I.A.,"{'danceability': 0.447, 'energy': 0.848, 'key': 2, 'loudness': -6.175, 'mode': 1, 'speechiness': 0.222, 'acousticness': 0.033, 'instrumentalness': 7.46e-05, 'liveness': 0.65, 'valence': 0.485, 'tempo': 172.253, 'type': 'audio_features', 'id': '1ixbwbeBi5ufN4noUKmW5a', 'uri': 'spotify:track:1ixbwbeBi5ufN4noUKmW5a', 'track_href': 'https://api.spotify.com/v1/tracks/1ixbwbeBi5ufN4noUKmW5a', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1ixbwbeBi5ufN4noUKmW5a', 'duration_ms': 205200, 'time_signature': 4}"
Midnight City,M83,"{'danceability': 0.526, 'energy': 0.712, 'key': 11, 'loudness': -6.525, 'mode': 0, 'speechiness': 0.0356, 'acousticness': 0.0161, 'instrumentalness': 0, 'liveness': 0.179, 'valence': 0.32, 'tempo': 105.009, 'type': 'audio_features', 'id': '1eyzqe2QqGZUmfcPZtrIyt', 'uri': 'spotify:track:1eyzqe2QqGZUmfcPZtrIyt', 'track_href': 'https://api.spotify.com/v1/tracks/1eyzqe2QqGZUmfcPZtrIyt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1eyzqe2QqGZUmfcPZtrIyt', 'duration_ms': 241440, 'time_signature': 4}"
Live Forever - Remastered,Oasis,"{'danceability': 0.286, 'energy': 0.822, 'key': 9, 'loudness': -3.366, 'mode': 0, 'speechiness': 0.0381, 'acousticness': 2.31e-05, 'instrumentalness': 1.31e-05, 'liveness': 0.353, 'valence': 0.19, 'tempo': 90.96, 'type': 'audio_features', 'id': '6TlQ5fbojNRuG0hPQMbxeW', 'uri': 'spotify:track:6TlQ5fbojNRuG0hPQMbxeW', 'track_href': 'https://api.spotify.com/v1/tracks/6TlQ5fbojNRuG0hPQMbxeW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6TlQ5fbojNRuG0hPQMbxeW', 'duration_ms': 276667, 'time_signature': 4}"
My Favourite Game,The Cardigans,"{'danceability': 0.586, 'energy': 0.777, 'key': 5, 'loudness': -6.185, 'mode': 0, 'speechiness': 0.0303, 'acousticness': 4.78e-05, 'instrumentalness': 0.00147, 'liveness': 0.0729, 'valence': 0.424, 'tempo': 143.339, 'type': 'audio_features', 'id': '0Ui05Ov0s4PnRc4JI3Pilg', 'uri': 'spotify:track:0Ui05Ov0s4PnRc4JI3Pilg', 'track_href': 'https://api.spotify.com/v1/tracks/0Ui05Ov0s4PnRc4JI3Pilg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0Ui05Ov0s4PnRc4JI3Pilg', 'duration_ms': 220468, 'time_signature': 4}"
Dog Days Are Over,Florence + The Machine,"{'danceability': 0.492, 'energy': 0.81, 'key': 7, 'loudness': -5.315, 'mode': 1, 'speechiness': 0.0847, 'acousticness': 0.0416, 'instrumentalness': 0.00379, 'liveness': 0.117, 'valence': 0.245, 'tempo': 149.954, 'type': 'audio_features', 'id': '1YLJVmuzeM2YSUkCCaTNUB', 'uri': 'spotify:track:1YLJVmuzeM2YSUkCCaTNUB', 'track_href': 'https://api.spotify.com/v1/tracks/1YLJVmuzeM2YSUkCCaTNUB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1YLJVmuzeM2YSUkCCaTNUB', 'duration_ms': 251840, 'time_signature': 4}"
Young Blood,The Naked And Famous,"{'danceability': 0.579, 'energy': 0.865, 'key': 6, 'loudness': -4.692, 'mode': 1, 'speechiness': 0.0302, 'acousticness': 5.63e-05, 'instrumentalness': 0.000221, 'liveness': 0.649, 'valence': 0.358, 'tempo': 104.99, 'type': 'audio_features', 'id': '25nzKGDiua1lE9Qo5V19GL', 'uri': 'spotify:track:25nzKGDiua1lE9Qo5V19GL', 'track_href': 'https://api.spotify.com/v1/tracks/25nzKGDiua1lE9Qo5V19GL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/25nzKGDiua1lE9Qo5V19GL', 'duration_ms': 246600, 'time_signature': 4}"
Cigarette Daydreams,Cage The Elephant,"{'danceability': 0.636, 'energy': 0.676, 'key': 2, 'loudness': -3.442, 'mode': 1, 'speechiness': 0.0263, 'acousticness': 0.0807, 'instrumentalness': 0, 'liveness': 0.0831, 'valence': 0.273, 'tempo': 113.98, 'type': 'audio_features', 'id': '2tznHmp70DxMyr2XhWLOW0', 'uri': 'spotify:track:2tznHmp70DxMyr2XhWLOW0', 'track_href': 'https://api.spotify.com/v1/tracks/2tznHmp70DxMyr2XhWLOW0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2tznHmp70DxMyr2XhWLOW0', 'duration_ms': 208760, 'time_signature': 4}"
Lonely Boy,The Black Keys,"{'danceability': 0.356, 'energy': 0.872, 'key': 2, 'loudness': -7.837, 'mode': 1, 'speechiness': 0.068, 'acousticness': 0.00417, 'instrumentalness': 0.00975, 'liveness': 0.0997, 'valence': 0.607, 'tempo': 166.3, 'type': 'audio_features', 'id': '5G1sTBGbZT5o4PNRc75RKI', 'uri': 'spotify:track:5G1sTBGbZT5o4PNRc75RKI', 'track_href': 'https://api.spotify.com/v1/tracks/5G1sTBGbZT5o4PNRc75RKI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5G1sTBGbZT5o4PNRc75RKI', 'duration_ms': 193653, 'time_signature': 4}"
Golden Skans,Klaxons,"{'danceability': 0.463, 'energy': 0.836, 'key': 2, 'loudness': -2.776, 'mode': 0, 'speechiness': 0.0381, 'acousticness': 0.000418, 'instrumentalness': 7.38e-06, 'liveness': 0.25, 'valence': 0.713, 'tempo': 141.955, 'type': 'audio_features', 'id': '6BqWhxll86CGGE6WxgdRqG', 'uri': 'spotify:track:6BqWhxll86CGGE6WxgdRqG', 'track_href': 'https://api.spotify.com/v1/tracks/6BqWhxll86CGGE6WxgdRqG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6BqWhxll86CGGE6WxgdRqG', 'duration_ms': 165120, 'time_signature': 4}"
Cocoon,Catfish and the Bottlemen,"{'danceability': 0.446, 'energy': 0.91, 'key': 7, 'loudness': -4.481, 'mode': 0, 'speechiness': 0.0652, 'acousticness': 0.000254, 'instrumentalness': 9.76e-05, 'liveness': 0.077, 'valence': 0.325, 'tempo': 133.053, 'type': 'audio_features', 'id': '1B241LRKmK6qDDTZfUajmm', 'uri': 'spotify:track:1B241LRKmK6qDDTZfUajmm', 'track_href': 'https://api.spotify.com/v1/tracks/1B241LRKmK6qDDTZfUajmm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1B241LRKmK6qDDTZfUajmm', 'duration_ms': 236887, 'time_signature': 4}"
Little Talks,Of Monsters and Men,"{'danceability': 0.457, 'energy': 0.757, 'key': 1, 'loudness': -5.177, 'mode': 1, 'speechiness': 0.032, 'acousticness': 0.0206, 'instrumentalness': 0, 'liveness': 0.146, 'valence': 0.417, 'tempo': 102.961, 'type': 'audio_features', 'id': '2ihCaVdNZmnHZWt0fvAM7B', 'uri': 'spotify:track:2ihCaVdNZmnHZWt0fvAM7B', 'track_href': 'https://api.spotify.com/v1/tracks/2ihCaVdNZmnHZWt0fvAM7B', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2ihCaVdNZmnHZWt0fvAM7B', 'duration_ms': 266600, 'time_signature': 4}"
Town Called Malice,The Jam,"{'danceability': 0.542, 'energy': 0.91, 'key': 7, 'loudness': -8.924, 'mode': 1, 'speechiness': 0.0873, 'acousticness': 0.00228, 'instrumentalness': 0.00524, 'liveness': 0.0686, 'valence': 0.775, 'tempo': 101.774, 'type': 'audio_features', 'id': '0gdmDP6xy3ZV7JNoHWAN9k', 'uri': 'spotify:track:0gdmDP6xy3ZV7JNoHWAN9k', 'track_href': 'https://api.spotify.com/v1/tracks/0gdmDP6xy3ZV7JNoHWAN9k', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0gdmDP6xy3ZV7JNoHWAN9k', 'duration_ms': 173320, 'time_signature': 4}"
My Type,Saint Motel,"{'danceability': 0.595, 'energy': 0.896, 'key': 10, 'loudness': -2.951, 'mode': 1, 'speechiness': 0.047, 'acousticness': 0.0641, 'instrumentalness': 5.82e-05, 'liveness': 0.0748, 'valence': 0.567, 'tempo': 118.001, 'type': 'audio_features', 'id': '2Iq6HhIquO7JKr0KfTNLzU', 'uri': 'spotify:track:2Iq6HhIquO7JKr0KfTNLzU', 'track_href': 'https://api.spotify.com/v1/tracks/2Iq6HhIquO7JKr0KfTNLzU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2Iq6HhIquO7JKr0KfTNLzU', 'duration_ms': 204812, 'time_signature': 4}"
The Look,Metronomy,"{'danceability': 0.638, 'energy': 0.535, 'key': 9, 'loudness': -7.792, 'mode': 0, 'speechiness': 0.0415, 'acousticness': 0.623, 'instrumentalness': 0.0391, 'liveness': 0.0837, 'valence': 0.504, 'tempo': 84.947, 'type': 'audio_features', 'id': '6zfczP87XO2SxWlQtnjFNa', 'uri': 'spotify:track:6zfczP87XO2SxWlQtnjFNa', 'track_href': 'https://api.spotify.com/v1/tracks/6zfczP87XO2SxWlQtnjFNa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6zfczP87XO2SxWlQtnjFNa', 'duration_ms': 277653, 'time_signature': 4}"
Canter,Gerry Cinnamon,"{'danceability': 0.681, 'energy': 0.685, 'key': 10, 'loudness': -6.832, 'mode': 1, 'speechiness': 0.0313, 'acousticness': 0.173, 'instrumentalness': 0, 'liveness': 0.425, 'valence': 0.547, 'tempo': 134.967, 'type': 'audio_features', 'id': '4rrXxmaUQVCO0mqDpY5fZf', 'uri': 'spotify:track:4rrXxmaUQVCO0mqDpY5fZf', 'track_href': 'https://api.spotify.com/v1/tracks/4rrXxmaUQVCO0mqDpY5fZf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4rrXxmaUQVCO0mqDpY5fZf', 'duration_ms': 266775, 'time_signature': 4}"
Banquet,Bloc Party,"{'danceability': 0.578, 'energy': 0.892, 'key': 10, 'loudness': -7.952, 'mode': 0, 'speechiness': 0.0441, 'acousticness': 0.000139, 'instrumentalness': 0.0111, 'liveness': 0.215, 'valence': 0.892, 'tempo': 150.253, 'type': 'audio_features', 'id': '2YxXuCdbUpil3P7tRjhW1t', 'uri': 'spotify:track:2YxXuCdbUpil3P7tRjhW1t', 'track_href': 'https://api.spotify.com/v1/tracks/2YxXuCdbUpil3P7tRjhW1t', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2YxXuCdbUpil3P7tRjhW1t', 'duration_ms': 196613, 'time_signature': 4}"
Jerk It Out,Caesars,"{'danceability': 0.58, 'energy': 0.981, 'key': 8, 'loudness': -2.603, 'mode': 0, 'speechiness': 0.06, 'acousticness': 0.0171, 'instrumentalness': 1.07e-05, 'liveness': 0.386, 'valence': 0.861, 'tempo': 134.007, 'type': 'audio_features', 'id': '5XMjXjwCkJVmk0AHm7z8IV', 'uri': 'spotify:track:5XMjXjwCkJVmk0AHm7z8IV', 'track_href': 'https://api.spotify.com/v1/tracks/5XMjXjwCkJVmk0AHm7z8IV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5XMjXjwCkJVmk0AHm7z8IV', 'duration_ms': 195667, 'time_signature': 4}"
Kids,MGMT,"{'danceability': 0.451, 'energy': 0.931, 'key': 9, 'loudness': -3.871, 'mode': 1, 'speechiness': 0.0719, 'acousticness': 0.00076, 'instrumentalness': 0.0049, 'liveness': 0.361, 'valence': 0.172, 'tempo': 122.961, 'type': 'audio_features', 'id': '1jJci4qxiYcOHhQR247rEU', 'uri': 'spotify:track:1jJci4qxiYcOHhQR247rEU', 'track_href': 'https://api.spotify.com/v1/tracks/1jJci4qxiYcOHhQR247rEU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1jJci4qxiYcOHhQR247rEU', 'duration_ms': 302840, 'time_signature': 4}"
Dakota,Stereophonics,"{'danceability': 0.506, 'energy': 0.93, 'key': 4, 'loudness': -3.499, 'mode': 1, 'speechiness': 0.0675, 'acousticness': 0.129, 'instrumentalness': 0.00682, 'liveness': 0.0931, 'valence': 0.305, 'tempo': 146.994, 'type': 'audio_features', 'id': '3qaSqrrevBrb84xl5JlptU', 'uri': 'spotify:track:3qaSqrrevBrb84xl5JlptU', 'track_href': 'https://api.spotify.com/v1/tracks/3qaSqrrevBrb84xl5JlptU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3qaSqrrevBrb84xl5JlptU', 'duration_ms': 297427, 'time_signature': 4}"
T-Shirt Weather,Circa Waves,"{'danceability': 0.421, 'energy': 0.95, 'key': 4, 'loudness': -4.603, 'mode': 1, 'speechiness': 0.0662, 'acousticness': 0.00145, 'instrumentalness': 1.1e-05, 'liveness': 0.245, 'valence': 0.472, 'tempo': 160.02, 'type': 'audio_features', 'id': '7MfNoHB8JRNbSQ8P3eAfMQ', 'uri': 'spotify:track:7MfNoHB8JRNbSQ8P3eAfMQ', 'track_href': 'https://api.spotify.com/v1/tracks/7MfNoHB8JRNbSQ8P3eAfMQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7MfNoHB8JRNbSQ8P3eAfMQ', 'duration_ms': 192120, 'time_signature': 4}"
Don't Look Back In Anger - Remastered,Oasis,"{'danceability': 0.328, 'energy': 0.936, 'key': 0, 'loudness': -3.254, 'mode': 1, 'speechiness': 0.0628, 'acousticness': 0.0665, 'instrumentalness': 2.61e-06, 'liveness': 0.165, 'valence': 0.31, 'tempo': 162.97, 'type': 'audio_features', 'id': '12dU3vAh6AFoJkisorfoUl', 'uri': 'spotify:track:12dU3vAh6AFoJkisorfoUl', 'track_href': 'https://api.spotify.com/v1/tracks/12dU3vAh6AFoJkisorfoUl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/12dU3vAh6AFoJkisorfoUl', 'duration_ms': 289560, 'time_signature': 4}"
Riptide,Vance Joy,"{'danceability': 0.484, 'energy': 0.731, 'key': 1, 'loudness': -6.694, 'mode': 1, 'speechiness': 0.0379, 'acousticness': 0.431, 'instrumentalness': 0, 'liveness': 0.151, 'valence': 0.51, 'tempo': 101.654, 'type': 'audio_features', 'id': '3JvrhDOgAt6p7K8mDyZwRd', 'uri': 'spotify:track:3JvrhDOgAt6p7K8mDyZwRd', 'track_href': 'https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd', 'duration_ms': 204280, 'time_signature': 4}"
Gold on the Ceiling,The Black Keys,"{'danceability': 0.505, 'energy': 0.833, 'key': 0, 'loudness': -4.632, 'mode': 1, 'speechiness': 0.0475, 'acousticness': 0.00772, 'instrumentalness': 7.9e-05, 'liveness': 0.069, 'valence': 0.565, 'tempo': 130.121, 'type': 'audio_features', 'id': '5lN1EH25gdiqT1SFALMAq1', 'uri': 'spotify:track:5lN1EH25gdiqT1SFALMAq1', 'track_href': 'https://api.spotify.com/v1/tracks/5lN1EH25gdiqT1SFALMAq1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5lN1EH25gdiqT1SFALMAq1', 'duration_ms': 224333, 'time_signature': 4}"
Bulletproof,La Roux,"{'danceability': 0.674, 'energy': 0.882, 'key': 3, 'loudness': -2.771, 'mode': 0, 'speechiness': 0.0477, 'acousticness': 0.000441, 'instrumentalness': 6.47e-05, 'liveness': 0.068, 'valence': 0.682, 'tempo': 123.016, 'type': 'audio_features', 'id': '3kMrazSvILsgcwtidZd1Qd', 'uri': 'spotify:track:3kMrazSvILsgcwtidZd1Qd', 'track_href': 'https://api.spotify.com/v1/tracks/3kMrazSvILsgcwtidZd1Qd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3kMrazSvILsgcwtidZd1Qd', 'duration_ms': 205733, 'time_signature': 4}"
Electric Feel,MGMT,"{'danceability': 0.763, 'energy': 0.803, 'key': 1, 'loudness': -3.713, 'mode': 1, 'speechiness': 0.0351, 'acousticness': 0.0709, 'instrumentalness': 0.285, 'liveness': 0.348, 'valence': 0.561, 'tempo': 103.04, 'type': 'audio_features', 'id': '3FtYbEfBqAlGO46NUDQSAt', 'uri': 'spotify:track:3FtYbEfBqAlGO46NUDQSAt', 'track_href': 'https://api.spotify.com/v1/tracks/3FtYbEfBqAlGO46NUDQSAt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3FtYbEfBqAlGO46NUDQSAt', 'duration_ms': 229640, 'time_signature': 3}"
Brazil,Declan McKenna,"{'danceability': 0.687, 'energy': 0.617, 'key': 4, 'loudness': -5.213, 'mode': 1, 'speechiness': 0.0287, 'acousticness': 0.0941, 'instrumentalness': 1.27e-05, 'liveness': 0.0898, 'valence': 0.665, 'tempo': 121.079, 'type': 'audio_features', 'id': '4sNG6zQBmtq7M8aeeKJRMQ', 'uri': 'spotify:track:4sNG6zQBmtq7M8aeeKJRMQ', 'track_href': 'https://api.spotify.com/v1/tracks/4sNG6zQBmtq7M8aeeKJRMQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4sNG6zQBmtq7M8aeeKJRMQ', 'duration_ms': 252307, 'time_signature': 4}"
Feel Good Inc.,Gorillaz,"{'danceability': 0.818, 'energy': 0.705, 'key': 6, 'loudness': -6.679, 'mode': 1, 'speechiness': 0.177, 'acousticness': 0.00836, 'instrumentalness': 0.00233, 'liveness': 0.613, 'valence': 0.772, 'tempo': 138.559, 'type': 'audio_features', 'id': '0d28khcov6AiegSCpG5TuT', 'uri': 'spotify:track:0d28khcov6AiegSCpG5TuT', 'track_href': 'https://api.spotify.com/v1/tracks/0d28khcov6AiegSCpG5TuT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0d28khcov6AiegSCpG5TuT', 'duration_ms': 222640, 'time_signature': 4}"
Home (2019 Remaster),Edward Sharpe & The Magnetic Zeros,"{'danceability': 0.53, 'energy': 0.634, 'key': 2, 'loudness': -5.759, 'mode': 1, 'speechiness': 0.0311, 'acousticness': 0.245, 'instrumentalness': 0.000601, 'liveness': 0.0978, 'valence': 0.105, 'tempo': 111.615, 'type': 'audio_features', 'id': '5uGXVcOINWmyUzpz0lKq7m', 'uri': 'spotify:track:5uGXVcOINWmyUzpz0lKq7m', 'track_href': 'https://api.spotify.com/v1/tracks/5uGXVcOINWmyUzpz0lKq7m', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5uGXVcOINWmyUzpz0lKq7m', 'duration_ms': 306373, 'time_signature': 4}"
Jenny Was A Friend Of Mine,The Killers,"{'danceability': 0.542, 'energy': 0.961, 'key': 11, 'loudness': -5.606, 'mode': 1, 'speechiness': 0.0518, 'acousticness': 0.000128, 'instrumentalness': 0.00119, 'liveness': 0.286, 'valence': 0.472, 'tempo': 114.048, 'type': 'audio_features', 'id': '60eVCXFCuw1WYswBuNZc4H', 'uri': 'spotify:track:60eVCXFCuw1WYswBuNZc4H', 'track_href': 'https://api.spotify.com/v1/tracks/60eVCXFCuw1WYswBuNZc4H', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/60eVCXFCuw1WYswBuNZc4H', 'duration_ms': 243933, 'time_signature': 4}"
Sweet Disposition,The Temper Trap,"{'danceability': 0.531, 'energy': 0.821, 'key': 2, 'loudness': -6.812, 'mode': 1, 'speechiness': 0.0439, 'acousticness': 0.0701, 'instrumentalness': 0.171, 'liveness': 0.124, 'valence': 0.34, 'tempo': 129.139, 'type': 'audio_features', 'id': '5RoIXwyTCdyUjpMMkk4uPd', 'uri': 'spotify:track:5RoIXwyTCdyUjpMMkk4uPd', 'track_href': 'https://api.spotify.com/v1/tracks/5RoIXwyTCdyUjpMMkk4uPd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5RoIXwyTCdyUjpMMkk4uPd', 'duration_ms': 230800, 'time_signature': 4}"
Left Hand Free,alt-J,"{'danceability': 0.697, 'energy': 0.877, 'key': 3, 'loudness': -4.465, 'mode': 1, 'speechiness': 0.0462, 'acousticness': 0.462, 'instrumentalness': 0.00943, 'liveness': 0.083, 'valence': 0.802, 'tempo': 101.99, 'type': 'audio_features', 'id': '4iEOVEULZRvmzYSZY2ViKN', 'uri': 'spotify:track:4iEOVEULZRvmzYSZY2ViKN', 'track_href': 'https://api.spotify.com/v1/tracks/4iEOVEULZRvmzYSZY2ViKN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4iEOVEULZRvmzYSZY2ViKN', 'duration_ms': 173631, 'time_signature': 4}"
Snap Out Of It,Arctic Monkeys,"{'danceability': 0.728, 'energy': 0.638, 'key': 5, 'loudness': -6.455, 'mode': 0, 'speechiness': 0.0336, 'acousticness': 0.249, 'instrumentalness': 0, 'liveness': 0.116, 'valence': 0.872, 'tempo': 130.014, 'type': 'audio_features', 'id': '0NdTUS4UiNYCNn5FgVqKQY', 'uri': 'spotify:track:0NdTUS4UiNYCNn5FgVqKQY', 'track_href': 'https://api.spotify.com/v1/tracks/0NdTUS4UiNYCNn5FgVqKQY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0NdTUS4UiNYCNn5FgVqKQY', 'duration_ms': 193030, 'time_signature': 4}"
There She Goes,The La's,"{'danceability': 0.533, 'energy': 0.761, 'key': 7, 'loudness': -10.632, 'mode': 1, 'speechiness': 0.0298, 'acousticness': 0.013, 'instrumentalness': 0.829, 'liveness': 0.207, 'valence': 0.917, 'tempo': 122.777, 'type': 'audio_features', 'id': '4c6vZqYHFur11FbWATIJ9P', 'uri': 'spotify:track:4c6vZqYHFur11FbWATIJ9P', 'track_href': 'https://api.spotify.com/v1/tracks/4c6vZqYHFur11FbWATIJ9P', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4c6vZqYHFur11FbWATIJ9P', 'duration_ms': 162187, 'time_signature': 4}"
Boys Don't Cry - Single Version,The Cure,"{'danceability': 0.465, 'energy': 0.841, 'key': 11, 'loudness': -5.767, 'mode': 0, 'speechiness': 0.0633, 'acousticness': 0.00486, 'instrumentalness': 0, 'liveness': 0.109, 'valence': 0.689, 'tempo': 168.743, 'type': 'audio_features', 'id': '4dneV7C1yDt9UtyxrQY375', 'uri': 'spotify:track:4dneV7C1yDt9UtyxrQY375', 'track_href': 'https://api.spotify.com/v1/tracks/4dneV7C1yDt9UtyxrQY375', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4dneV7C1yDt9UtyxrQY375', 'duration_ms': 157533, 'time_signature': 4}"
Little Lion Man,Mumford & Sons,"{'danceability': 0.52, 'energy': 0.496, 'key': 5, 'loudness': -8.121, 'mode': 1, 'speechiness': 0.0271, 'acousticness': 0.0234, 'instrumentalness': 2.05e-05, 'liveness': 0.0905, 'valence': 0.496, 'tempo': 138.81, 'type': 'audio_features', 'id': '4B4vB3oB8csotplfoQcAd6', 'uri': 'spotify:track:4B4vB3oB8csotplfoQcAd6', 'track_href': 'https://api.spotify.com/v1/tracks/4B4vB3oB8csotplfoQcAd6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4B4vB3oB8csotplfoQcAd6', 'duration_ms': 247002, 'time_signature': 4}"
Love Will Tear Us Apart - 2020 Remaster,Joy Division,"{'danceability': 0.527, 'energy': 0.923, 'key': 2, 'loudness': -7.458, 'mode': 1, 'speechiness': 0.0379, 'acousticness': 0.000541, 'instrumentalness': 0.765, 'liveness': 0.127, 'valence': 0.899, 'tempo': 146.924, 'type': 'audio_features', 'id': '34iOH7LY3vme5rQxsVILZ4', 'uri': 'spotify:track:34iOH7LY3vme5rQxsVILZ4', 'track_href': 'https://api.spotify.com/v1/tracks/34iOH7LY3vme5rQxsVILZ4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/34iOH7LY3vme5rQxsVILZ4', 'duration_ms': 208453, 'time_signature': 4}"
