name,artist,features
7,Catfish and the Bottlemen,"{'danceability': 0.531, 'energy': 0.711, 'key': 10, 'loudness': -4.933, 'mode': 1, 'speechiness': 0.0398, 'acousticness': 0.000204, 'instrumentalness': 0.00291, 'liveness': 0.108, 'valence': 0.279, 'tempo': 155.068, 'type': 'audio_features', 'id': '5ykbOijJEfRhuo2Td1m0Qd', 'uri': 'spotify:track:5ykbOijJEfRhuo2Td1m0Qd', 'track_href': 'https://api.spotify.com/v1/tracks/5ykbOijJEfRhuo2Td1m0Qd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5ykbOijJEfRhuo2Td1m0Qd', 'duration_ms': 256307, 'time_signature': 4}"
You Get What You Give,New Radicals,"{'danceability': 0.621, 'energy': 0.901, 'key': 2, 'loudness': -5.396, 'mode': 1, 'speechiness': 0.0302, 'acousticness': 0.17, 'instrumentalness': 0, 'liveness': 0.0875, 'valence': 0.744, 'tempo': 113.967, 'type': 'audio_features', 'id': '1Cwsd5xI8CajJz795oy4XF', 'uri': 'spotify:track:1Cwsd5xI8CajJz795oy4XF', 'track_href': 'https://api.spotify.com/v1/tracks/1Cwsd5xI8CajJz795oy4XF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1Cwsd5xI8CajJz795oy4XF', 'duration_ms': 300773, 'time_signature': 4}"
Tongue Tied,GROUPLOVE,"{'danceability': 0.56, 'energy': 0.936, 'key': 3, 'loudness': -5.835, 'mode': 1, 'speechiness': 0.0439, 'acousticness': 0.00847, 'instrumentalness': 0, 'liveness': 0.161, 'valence': 0.371, 'tempo': 112.96, 'type': 'audio_features', 'id': '0GO8y8jQk1PkHzS31d699N', 'uri': 'spotify:track:0GO8y8jQk1PkHzS31d699N', 'track_href': 'https://api.spotify.com/v1/tracks/0GO8y8jQk1PkHzS31d699N', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0GO8y8jQk1PkHzS31d699N', 'duration_ms': 218013, 'time_signature': 4}"
Common People - Full Length Version,Pulp,"{'danceability': 0.314, 'energy': 0.797, 'key': 0, 'loudness': -9.026, 'mode': 1, 'speechiness': 0.038, 'acousticness': 0.0057, 'instrumentalness': 5.59e-05, 'liveness': 0.0718, 'valence': 0.569, 'tempo': 145.393, 'type': 'audio_features', 'id': '2fXKyAyPrEa24c6PJyqznF', 'uri': 'spotify:track:2fXKyAyPrEa24c6PJyqznF', 'track_href': 'https://api.spotify.com/v1/tracks/2fXKyAyPrEa24c6PJyqznF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2fXKyAyPrEa24c6PJyqznF', 'duration_ms': 351627, 'time_signature': 4}"
The Less I Know The Better,Tame Impala,"{'danceability': 0.64, 'energy': 0.74, 'key': 4, 'loudness': -4.083, 'mode': 1, 'speechiness': 0.0284, 'acousticness': 0.0115, 'instrumentalness': 0.00678, 'liveness': 0.167, 'valence': 0.785, 'tempo': 116.879, 'type': 'audio_features', 'id': '6K4t31amVTZDgR3sKmwUJJ', 'uri': 'spotify:track:6K4t31amVTZDgR3sKmwUJJ', 'track_href': 'https://api.spotify.com/v1/tracks/6K4t31amVTZDgR3sKmwUJJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6K4t31amVTZDgR3sKmwUJJ', 'duration_ms': 216320, 'time_signature': 4}"
What You Know,Two Door Cinema Club,"{'danceability': 0.563, 'energy': 0.739, 'key': 6, 'loudness': -4.239, 'mode': 0, 'speechiness': 0.0416, 'acousticness': 0.00073, 'instrumentalness': 1.45e-05, 'liveness': 0.0822, 'valence': 0.775, 'tempo': 139.0, 'type': 'audio_features', 'id': '3GBApU0NuzH4hKZq4NOSdA', 'uri': 'spotify:track:3GBApU0NuzH4hKZq4NOSdA', 'track_href': 'https://api.spotify.com/v1/tracks/3GBApU0NuzH4hKZq4NOSdA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3GBApU0NuzH4hKZq4NOSdA', 'duration_ms': 191707, 'time_signature': 4}"
When The Sun Goes Down,Arctic Monkeys,"{'danceability': 0.348, 'energy': 0.875, 'key': 11, 'loudness': -4.758, 'mode': 0, 'speechiness': 0.199, 'acousticness': 0.0341, 'instrumentalness': 0, 'liveness': 0.117, 'valence': 0.407, 'tempo': 169.152, 'type': 'audio_features', 'id': '2zzLRQ78kKfPTx8FJQCdC2', 'uri': 'spotify:track:2zzLRQ78kKfPTx8FJQCdC2', 'track_href': 'https://api.spotify.com/v1/tracks/2zzLRQ78kKfPTx8FJQCdC2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2zzLRQ78kKfPTx8FJQCdC2', 'duration_ms': 202133, 'time_signature': 4}"
Ain't No Rest for the Wicked,Cage The Elephant,"{'danceability': 0.636, 'energy': 0.849, 'key': 0, 'loudness': -7.075, 'mode': 1, 'speechiness': 0.106, 'acousticness': 0.0438, 'instrumentalness': 0, 'liveness': 0.372, 'valence': 0.917, 'tempo': 156.036, 'type': 'audio_features', 'id': '3Pzh926pXggbMe2ZpXyMV7', 'uri': 'spotify:track:3Pzh926pXggbMe2ZpXyMV7', 'track_href': 'https://api.spotify.com/v1/tracks/3Pzh926pXggbMe2ZpXyMV7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3Pzh926pXggbMe2ZpXyMV7', 'duration_ms': 175493, 'time_signature': 4}"
Song 2 - 2012 Remaster,Blur,"{'danceability': 0.674, 'energy': 0.789, 'key': 8, 'loudness': -6.903, 'mode': 1, 'speechiness': 0.0676, 'acousticness': 0.00178, 'instrumentalness': 0.00708, 'liveness': 0.0753, 'valence': 0.918, 'tempo': 129.802, 'type': 'audio_features', 'id': '1FTSo4v6BOZH9QxKc3MbVM', 'uri': 'spotify:track:1FTSo4v6BOZH9QxKc3MbVM', 'track_href': 'https://api.spotify.com/v1/tracks/1FTSo4v6BOZH9QxKc3MbVM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1FTSo4v6BOZH9QxKc3MbVM', 'duration_ms': 121160, 'time_signature': 4}"
Float On,Modest Mouse,"{'danceability': 0.649, 'energy': 0.888, 'key': 6, 'loudness': -4.807, 'mode': 1, 'speechiness': 0.0293, 'acousticness': 0.013, 'instrumentalness': 2.23e-06, 'liveness': 0.0888, 'valence': 0.553, 'tempo': 100.975, 'type': 'audio_features', 'id': '2lwwrWVKdf3LR9lbbhnr6R', 'uri': 'spotify:track:2lwwrWVKdf3LR9lbbhnr6R', 'track_href': 'https://api.spotify.com/v1/tracks/2lwwrWVKdf3LR9lbbhnr6R', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2lwwrWVKdf3LR9lbbhnr6R', 'duration_ms': 208467, 'time_signature': 4}"
Where Is My Mind? - Remastered,Pixies,"{'danceability': 0.519, 'energy': 0.441, 'key': 4, 'loudness': -14.178, 'mode': 1, 'speechiness': 0.0353, 'acousticness': 0.0204, 'instrumentalness': 0.000453, 'liveness': 0.076, 'valence': 0.25, 'tempo': 81.334, 'type': 'audio_features', 'id': '7wCmS9TTVUcIhRalDYFgPy', 'uri': 'spotify:track:7wCmS9TTVUcIhRalDYFgPy', 'track_href': 'https://api.spotify.com/v1/tracks/7wCmS9TTVUcIhRalDYFgPy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7wCmS9TTVUcIhRalDYFgPy', 'duration_ms': 234973, 'time_signature': 4}"
Somebody Told Me,The Killers,"{'danceability': 0.497, 'energy': 0.97, 'key': 10, 'loudness': -4.851, 'mode': 0, 'speechiness': 0.0836, 'acousticness': 9.04e-05, 'instrumentalness': 0.000674, 'liveness': 0.101, 'valence': 0.689, 'tempo': 138.081, 'type': 'audio_features', 'id': '6PwjJ58I4t7Mae9xfZ9l9v', 'uri': 'spotify:track:6PwjJ58I4t7Mae9xfZ9l9v', 'track_href': 'https://api.spotify.com/v1/tracks/6PwjJ58I4t7Mae9xfZ9l9v', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6PwjJ58I4t7Mae9xfZ9l9v', 'duration_ms': 197200, 'time_signature': 4}"
Bohemian Like You,The Dandy Warhols,"{'danceability': 0.583, 'energy': 0.932, 'key': 11, 'loudness': -6.158, 'mode': 0, 'speechiness': 0.0344, 'acousticness': 0.00318, 'instrumentalness': 0.769, 'liveness': 0.133, 'valence': 0.695, 'tempo': 131.289, 'type': 'audio_features', 'id': '3APHT3KjbHi9OllkVQsuXF', 'uri': 'spotify:track:3APHT3KjbHi9OllkVQsuXF', 'track_href': 'https://api.spotify.com/v1/tracks/3APHT3KjbHi9OllkVQsuXF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3APHT3KjbHi9OllkVQsuXF', 'duration_ms': 211707, 'time_signature': 4}"
Time to Pretend,MGMT,"{'danceability': 0.438, 'energy': 0.94, 'key': 2, 'loudness': -3.249, 'mode': 1, 'speechiness': 0.0452, 'acousticness': 8.74e-05, 'instrumentalness': 0.0777, 'liveness': 0.3, 'valence': 0.421, 'tempo': 100.99, 'type': 'audio_features', 'id': '4iG2gAwKXsOcijVaVXzRPW', 'uri': 'spotify:track:4iG2gAwKXsOcijVaVXzRPW', 'track_href': 'https://api.spotify.com/v1/tracks/4iG2gAwKXsOcijVaVXzRPW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4iG2gAwKXsOcijVaVXzRPW', 'duration_ms': 261000, 'time_signature': 3}"
If You Wanna,The Vaccines,"{'danceability': 0.353, 'energy': 0.866, 'key': 2, 'loudness': -3.274, 'mode': 1, 'speechiness': 0.0392, 'acousticness': 3.03e-05, 'instrumentalness': 3e-05, 'liveness': 0.295, 'valence': 0.544, 'tempo': 165.215, 'type': 'audio_features', 'id': '6Ca3uEAuun3HusTUiIXKs1', 'uri': 'spotify:track:6Ca3uEAuun3HusTUiIXKs1', 'track_href': 'https://api.spotify.com/v1/tracks/6Ca3uEAuun3HusTUiIXKs1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Ca3uEAuun3HusTUiIXKs1', 'duration_ms': 174013, 'time_signature': 4}"
Are You Gonna Be My Girl,Jet,"{'danceability': 0.613, 'energy': 0.953, 'key': 2, 'loudness': -3.435, 'mode': 1, 'speechiness': 0.0855, 'acousticness': 0.00148, 'instrumentalness': 0.000582, 'liveness': 0.152, 'valence': 0.537, 'tempo': 105.046, 'type': 'audio_features', 'id': '305WCRhhS10XUcH6AEwZk6', 'uri': 'spotify:track:305WCRhhS10XUcH6AEwZk6', 'track_href': 'https://api.spotify.com/v1/tracks/305WCRhhS10XUcH6AEwZk6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/305WCRhhS10XUcH6AEwZk6', 'duration_ms': 213800, 'time_signature': 4}"
This Charming Man - 2011 Remaster,The Smiths,"{'danceability': 0.611, 'energy': 0.846, 'key': 11, 'loudness': -5.9, 'mode': 1, 'speechiness': 0.0436, 'acousticness': 0.00509, 'instrumentalness': 0, 'liveness': 0.0784, 'valence': 0.751, 'tempo': 103.912, 'type': 'audio_features', 'id': '1FvDJ9KGxcqwv1utyPL3JZ', 'uri': 'spotify:track:1FvDJ9KGxcqwv1utyPL3JZ', 'track_href': 'https://api.spotify.com/v1/tracks/1FvDJ9KGxcqwv1utyPL3JZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1FvDJ9KGxcqwv1utyPL3JZ', 'duration_ms': 162920, 'time_signature': 4}"
Alright,Supergrass,"{'danceability': 0.467, 'energy': 0.958, 'key': 4, 'loudness': -4.808, 'mode': 0, 'speechiness': 0.0775, 'acousticness': 0.000479, 'instrumentalness': 0.199, 'liveness': 0.299, 'valence': 0.701, 'tempo': 145.92, 'type': 'audio_features', 'id': '5CQvKyzkWI7TnUu2oB9QZ0', 'uri': 'spotify:track:5CQvKyzkWI7TnUu2oB9QZ0', 'track_href': 'https://api.spotify.com/v1/tracks/5CQvKyzkWI7TnUu2oB9QZ0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5CQvKyzkWI7TnUu2oB9QZ0', 'duration_ms': 180880, 'time_signature': 4}"
Do I Wanna Know?,Arctic Monkeys,"{'danceability': 0.548, 'energy': 0.532, 'key': 5, 'loudness': -7.596, 'mode': 1, 'speechiness': 0.0323, 'acousticness': 0.186, 'instrumentalness': 0.000263, 'liveness': 0.217, 'valence': 0.405, 'tempo': 85.03, 'type': 'audio_features', 'id': '5FVd6KXrgO9B3JPmC8OPst', 'uri': 'spotify:track:5FVd6KXrgO9B3JPmC8OPst', 'track_href': 'https://api.spotify.com/v1/tracks/5FVd6KXrgO9B3JPmC8OPst', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5FVd6KXrgO9B3JPmC8OPst', 'duration_ms': 272394, 'time_signature': 4}"
Mr. Brightside,The Killers,"{'danceability': 0.352, 'energy': 0.911, 'key': 1, 'loudness': -5.23, 'mode': 1, 'speechiness': 0.0747, 'acousticness': 0.00121, 'instrumentalness': 0, 'liveness': 0.0995, 'valence': 0.236, 'tempo': 148.033, 'type': 'audio_features', 'id': '003vvx7Niy0yvhvHt4a68B', 'uri': 'spotify:track:003vvx7Niy0yvhvHt4a68B', 'track_href': 'https://api.spotify.com/v1/tracks/003vvx7Niy0yvhvHt4a68B', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/003vvx7Niy0yvhvHt4a68B', 'duration_ms': 222973, 'time_signature': 4}"
Mardy Bum,Arctic Monkeys,"{'danceability': 0.634, 'energy': 0.599, 'key': 2, 'loudness': -5.447, 'mode': 1, 'speechiness': 0.0365, 'acousticness': 0.0288, 'instrumentalness': 0, 'liveness': 0.197, 'valence': 0.312, 'tempo': 112.215, 'type': 'audio_features', 'id': '2fyIS6GXMgUcSv4oejx63f', 'uri': 'spotify:track:2fyIS6GXMgUcSv4oejx63f', 'track_href': 'https://api.spotify.com/v1/tracks/2fyIS6GXMgUcSv4oejx63f', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2fyIS6GXMgUcSv4oejx63f', 'duration_ms': 175440, 'time_signature': 4}"
Last Nite,The Strokes,"{'danceability': 0.624, 'energy': 0.899, 'key': 0, 'loudness': -5.709, 'mode': 1, 'speechiness': 0.0296, 'acousticness': 0.0221, 'instrumentalness': 0.000137, 'liveness': 0.0975, 'valence': 0.79, 'tempo': 104.061, 'type': 'audio_features', 'id': '3SUusuA9jH1v6PVwtYMbdv', 'uri': 'spotify:track:3SUusuA9jH1v6PVwtYMbdv', 'track_href': 'https://api.spotify.com/v1/tracks/3SUusuA9jH1v6PVwtYMbdv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3SUusuA9jH1v6PVwtYMbdv', 'duration_ms': 193373, 'time_signature': 4}"
Bitter Sweet Symphony - Remastered 2016,The Verve,"{'danceability': 0.356, 'energy': 0.917, 'key': 9, 'loudness': -6.006, 'mode': 1, 'speechiness': 0.0479, 'acousticness': 0.0335, 'instrumentalness': 0, 'liveness': 0.406, 'valence': 0.518, 'tempo': 171.176, 'type': 'audio_features', 'id': '57iDDD9N9tTWe75x6qhStw', 'uri': 'spotify:track:57iDDD9N9tTWe75x6qhStw', 'track_href': 'https://api.spotify.com/v1/tracks/57iDDD9N9tTWe75x6qhStw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/57iDDD9N9tTWe75x6qhStw', 'duration_ms': 357267, 'time_signature': 4}"
Seven Nation Army,The White Stripes,"{'danceability': 0.743, 'energy': 0.446, 'key': 4, 'loudness': -7.807, 'mode': 0, 'speechiness': 0.0683, 'acousticness': 0.0039, 'instrumentalness': 0.118, 'liveness': 0.337, 'valence': 0.278, 'tempo': 123.596, 'type': 'audio_features', 'id': '3dPQuX8Gs42Y7b454ybpMR', 'uri': 'spotify:track:3dPQuX8Gs42Y7b454ybpMR', 'track_href': 'https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR', 'duration_ms': 232107, 'time_signature': 4}"
Rebellion (Lies),Arcade Fire,"{'danceability': 0.401, 'energy': 0.933, 'key': 8, 'loudness': -5.682, 'mode': 1, 'speechiness': 0.0344, 'acousticness': 0.00744, 'instrumentalness': 0.627, 'liveness': 0.318, 'valence': 0.734, 'tempo': 127.193, 'type': 'audio_features', 'id': '0xOeB16JDbBJBJKSdHbElT', 'uri': 'spotify:track:0xOeB16JDbBJBJKSdHbElT', 'track_href': 'https://api.spotify.com/v1/tracks/0xOeB16JDbBJBJKSdHbElT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0xOeB16JDbBJBJKSdHbElT', 'duration_ms': 310893, 'time_signature': 4}"
Age of Consent - 2015 Remaster,New Order,"{'danceability': 0.372, 'energy': 0.91, 'key': 2, 'loudness': -5.559, 'mode': 1, 'speechiness': 0.0392, 'acousticness': 0.00101, 'instrumentalness': 0.0944, 'liveness': 0.13, 'valence': 0.756, 'tempo': 161.964, 'type': 'audio_features', 'id': '2EEinN4Zk8MUv4OQuLsTBj', 'uri': 'spotify:track:2EEinN4Zk8MUv4OQuLsTBj', 'track_href': 'https://api.spotify.com/v1/tracks/2EEinN4Zk8MUv4OQuLsTBj', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2EEinN4Zk8MUv4OQuLsTBj', 'duration_ms': 315333, 'time_signature': 4}"
Take Me Out,Franz Ferdinand,"{'danceability': 0.277, 'energy': 0.663, 'key': 4, 'loudness': -8.821, 'mode': 0, 'speechiness': 0.0377, 'acousticness': 0.000409, 'instrumentalness': 0.00051, 'liveness': 0.136, 'valence': 0.527, 'tempo': 104.561, 'type': 'audio_features', 'id': '20I8RduZC2PWMWTDCZuuAN', 'uri': 'spotify:track:20I8RduZC2PWMWTDCZuuAN', 'track_href': 'https://api.spotify.com/v1/tracks/20I8RduZC2PWMWTDCZuuAN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/20I8RduZC2PWMWTDCZuuAN', 'duration_ms': 237027, 'time_signature': 4}"
Lisztomania,Phoenix,"{'danceability': 0.64, 'energy': 0.789, 'key': 0, 'loudness': -6.691, 'mode': 1, 'speechiness': 0.0359, 'acousticness': 0.0338, 'instrumentalness': 0.00388, 'liveness': 0.53, 'valence': 0.311, 'tempo': 97.539, 'type': 'audio_features', 'id': '7fmJGzyvOcbh6UANsH8Cp6', 'uri': 'spotify:track:7fmJGzyvOcbh6UANsH8Cp6', 'track_href': 'https://api.spotify.com/v1/tracks/7fmJGzyvOcbh6UANsH8Cp6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7fmJGzyvOcbh6UANsH8Cp6', 'duration_ms': 241640, 'time_signature': 4}"
Pumped Up Kicks,Foster The People,"{'danceability': 0.733, 'energy': 0.71, 'key': 5, 'loudness': -5.849, 'mode': 0, 'speechiness': 0.0292, 'acousticness': 0.145, 'instrumentalness': 0.115, 'liveness': 0.0956, 'valence': 0.965, 'tempo': 127.975, 'type': 'audio_features', 'id': '7w87IxuO7BDcJ3YUqCyMTT', 'uri': 'spotify:track:7w87IxuO7BDcJ3YUqCyMTT', 'track_href': 'https://api.spotify.com/v1/tracks/7w87IxuO7BDcJ3YUqCyMTT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7w87IxuO7BDcJ3YUqCyMTT', 'duration_ms': 239600, 'time_signature': 4}"
When You Were Young,The Killers,"{'danceability': 0.467, 'energy': 0.988, 'key': 11, 'loudness': -3.313, 'mode': 1, 'speechiness': 0.112, 'acousticness': 0.000152, 'instrumentalness': 0.0484, 'liveness': 0.28, 'valence': 0.321, 'tempo': 130.433, 'type': 'audio_features', 'id': '70wYA8oYHoMzhRRkARoMhU', 'uri': 'spotify:track:70wYA8oYHoMzhRRkARoMhU', 'track_href': 'https://api.spotify.com/v1/tracks/70wYA8oYHoMzhRRkARoMhU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/70wYA8oYHoMzhRRkARoMhU', 'duration_ms': 220427, 'time_signature': 4}"
Friday I'm in Love,The Cure,"{'danceability': 0.526, 'energy': 0.762, 'key': 0, 'loudness': -12.437, 'mode': 0, 'speechiness': 0.0342, 'acousticness': 0.000972, 'instrumentalness': 0.000116, 'liveness': 0.338, 'valence': 0.505, 'tempo': 136.203, 'type': 'audio_features', 'id': '263aNAQCeFSWipk896byo6', 'uri': 'spotify:track:263aNAQCeFSWipk896byo6', 'track_href': 'https://api.spotify.com/v1/tracks/263aNAQCeFSWipk896byo6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/263aNAQCeFSWipk896byo6', 'duration_ms': 214400, 'time_signature': 4}"
Ho Hey,The Lumineers,"{'danceability': 0.685, 'energy': 0.466, 'key': 0, 'loudness': -9.074, 'mode': 1, 'speechiness': 0.0304, 'acousticness': 0.794, 'instrumentalness': 2.06e-06, 'liveness': 0.0915, 'valence': 0.353, 'tempo': 79.936, 'type': 'audio_features', 'id': '0W4Kpfp1w2xkY3PrV714B7', 'uri': 'spotify:track:0W4Kpfp1w2xkY3PrV714B7', 'track_href': 'https://api.spotify.com/v1/tracks/0W4Kpfp1w2xkY3PrV714B7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0W4Kpfp1w2xkY3PrV714B7', 'duration_ms': 163133, 'time_signature': 4}"
