name,artist,features
"Take Me Home, Country Roads",Lana Del Rey,"{'danceability': 0.516, 'energy': 0.167, 'key': 9, 'loudness': -13.205, 'mode': 1, 'speechiness': 0.0265, 'acousticness': 0.921, 'instrumentalness': 1.61e-05, 'liveness': 0.112, 'valence': 0.304, 'tempo': 82.044, 'type': 'audio_features', 'id': '7qF0FfuzBFwMe1lNHkEDxW', 'uri': 'spotify:track:7qF0FfuzBFwMe1lNHkEDxW', 'track_href': 'https://api.spotify.com/v1/tracks/7qF0FfuzBFwMe1lNHkEDxW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7qF0FfuzBFwMe1lNHkEDxW', 'duration_ms': 166676, 'time_signature': 4}"
My Mind & Me,Selena Gomez,"{'danceability': 0.6, 'energy': 0.389, 'key': 9, 'loudness': -5.727, 'mode': 1, 'speechiness': 0.0337, 'acousticness': 0.566, 'instrumentalness': 0, 'liveness': 0.0826, 'valence': 0.244, 'tempo': 143.577, 'type': 'audio_features', 'id': '0XER3HPMx223xWaAgNKp4Y', 'uri': 'spotify:track:0XER3HPMx223xWaAgNKp4Y', 'track_href': 'https://api.spotify.com/v1/tracks/0XER3HPMx223xWaAgNKp4Y', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0XER3HPMx223xWaAgNKp4Y', 'duration_ms': 147597, 'time_signature': 4}"
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon","{'danceability': 0.677, 'energy': 0.696, 'key': 0, 'loudness': -6.181, 'mode': 1, 'speechiness': 0.119, 'acousticness': 0.321, 'instrumentalness': 0, 'liveness': 0.42, 'valence': 0.464, 'tempo': 90.03, 'type': 'audio_features', 'id': '4iJyoBOLtHqaGxP12qzhQI', 'uri': 'spotify:track:4iJyoBOLtHqaGxP12qzhQI', 'track_href': 'https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI', 'duration_ms': 198082, 'time_signature': 4}"
From The Start,Laufey,"{'danceability': 0.664, 'energy': 0.405, 'key': 1, 'loudness': -7.413, 'mode': 1, 'speechiness': 0.08, 'acousticness': 0.877, 'instrumentalness': 0.000765, 'liveness': 0.11, 'valence': 0.743, 'tempo': 81.89, 'type': 'audio_features', 'id': '1Ukxccao1BlWrPhYkcXbwZ', 'uri': 'spotify:track:1Ukxccao1BlWrPhYkcXbwZ', 'track_href': 'https://api.spotify.com/v1/tracks/1Ukxccao1BlWrPhYkcXbwZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1Ukxccao1BlWrPhYkcXbwZ', 'duration_ms': 169573, 'time_signature': 3}"
ceilings,Lizzy McAlpine,"{'danceability': 0.516, 'energy': 0.322, 'key': 9, 'loudness': -11.762, 'mode': 1, 'speechiness': 0.0292, 'acousticness': 0.473, 'instrumentalness': 0.00194, 'liveness': 0.215, 'valence': 0.261, 'tempo': 148.005, 'type': 'audio_features', 'id': '2L9N0zZnd37dwF0clgxMGI', 'uri': 'spotify:track:2L9N0zZnd37dwF0clgxMGI', 'track_href': 'https://api.spotify.com/v1/tracks/2L9N0zZnd37dwF0clgxMGI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2L9N0zZnd37dwF0clgxMGI', 'duration_ms': 182888, 'time_signature': 3}"
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber","{'danceability': 0.597, 'energy': 0.45, 'key': 8, 'loudness': -6.658, 'mode': 1, 'speechiness': 0.0418, 'acousticness': 0.223, 'instrumentalness': 0, 'liveness': 0.382, 'valence': 0.537, 'tempo': 178.765, 'type': 'audio_features', 'id': '4HBZA5flZLE435QTztThqH', 'uri': 'spotify:track:4HBZA5flZLE435QTztThqH', 'track_href': 'https://api.spotify.com/v1/tracks/4HBZA5flZLE435QTztThqH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4HBZA5flZLE435QTztThqH', 'duration_ms': 228482, 'time_signature': 3}"
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic","{'danceability': 0.627, 'energy': 0.618, 'key': 2, 'loudness': -8.529, 'mode': 1, 'speechiness': 0.0437, 'acousticness': 0.0558, 'instrumentalness': 0, 'liveness': 0.351, 'valence': 0.848, 'tempo': 82.03, 'type': 'audio_features', 'id': '3xVZYkcuWalGudeKl861wb', 'uri': 'spotify:track:3xVZYkcuWalGudeKl861wb', 'track_href': 'https://api.spotify.com/v1/tracks/3xVZYkcuWalGudeKl861wb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3xVZYkcuWalGudeKl861wb', 'duration_ms': 197443, 'time_signature': 4}"
It'll Be Okay,Shawn Mendes,"{'danceability': 0.398, 'energy': 0.286, 'key': 7, 'loudness': -11.881, 'mode': 1, 'speechiness': 0.033, 'acousticness': 0.616, 'instrumentalness': 0.000146, 'liveness': 0.0912, 'valence': 0.0666, 'tempo': 78.262, 'type': 'audio_features', 'id': '2KnLkZ3z7PO3kgVGHGqDpD', 'uri': 'spotify:track:2KnLkZ3z7PO3kgVGHGqDpD', 'track_href': 'https://api.spotify.com/v1/tracks/2KnLkZ3z7PO3kgVGHGqDpD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2KnLkZ3z7PO3kgVGHGqDpD', 'duration_ms': 222800, 'time_signature': 4}"
You’re Losing Me (From The Vault),Taylor Swift,"{'danceability': 0.747, 'energy': 0.391, 'key': 0, 'loudness': -13.767, 'mode': 1, 'speechiness': 0.052, 'acousticness': 0.529, 'instrumentalness': 0.003, 'liveness': 0.111, 'valence': 0.195, 'tempo': 102.984, 'type': 'audio_features', 'id': '3CWq0pAKKTWb0K4yiglDc4', 'uri': 'spotify:track:3CWq0pAKKTWb0K4yiglDc4', 'track_href': 'https://api.spotify.com/v1/tracks/3CWq0pAKKTWb0K4yiglDc4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3CWq0pAKKTWb0K4yiglDc4', 'duration_ms': 277832, 'time_signature': 4}"
For My Hand (feat. Ed Sheeran),"Burna Boy, Ed Sheeran","{'danceability': 0.87, 'energy': 0.479, 'key': 9, 'loudness': -7.779, 'mode': 1, 'speechiness': 0.165, 'acousticness': 0.161, 'instrumentalness': 0.000157, 'liveness': 0.209, 'valence': 0.717, 'tempo': 104.059, 'type': 'audio_features', 'id': '0HaRLPnr887lcQM2YQzkff', 'uri': 'spotify:track:0HaRLPnr887lcQM2YQzkff', 'track_href': 'https://api.spotify.com/v1/tracks/0HaRLPnr887lcQM2YQzkff', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0HaRLPnr887lcQM2YQzkff', 'duration_ms': 159124, 'time_signature': 4}"
You Right,"Doja Cat, The Weeknd","{'danceability': 0.828, 'energy': 0.621, 'key': 8, 'loudness': -6.414, 'mode': 1, 'speechiness': 0.0565, 'acousticness': 0.0164, 'instrumentalness': 0.00233, 'liveness': 0.0845, 'valence': 0.436, 'tempo': 128.986, 'type': 'audio_features', 'id': '0k4d5YPDr1r7FX77VdqWez', 'uri': 'spotify:track:0k4d5YPDr1r7FX77VdqWez', 'track_href': 'https://api.spotify.com/v1/tracks/0k4d5YPDr1r7FX77VdqWez', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0k4d5YPDr1r7FX77VdqWez', 'duration_ms': 186173, 'time_signature': 4}"
exile (feat. Bon Iver),"Taylor Swift, Bon Iver","{'danceability': 0.298, 'energy': 0.38, 'key': 6, 'loudness': -8.426, 'mode': 1, 'speechiness': 0.0287, 'acousticness': 0.778, 'instrumentalness': 5.62e-05, 'liveness': 0.11, 'valence': 0.152, 'tempo': 75.602, 'type': 'audio_features', 'id': '4pvb0WLRcMtbPGmtejJJ6y', 'uri': 'spotify:track:4pvb0WLRcMtbPGmtejJJ6y', 'track_href': 'https://api.spotify.com/v1/tracks/4pvb0WLRcMtbPGmtejJJ6y', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4pvb0WLRcMtbPGmtejJJ6y', 'duration_ms': 285634, 'time_signature': 4}"
Strange,Celeste,"{'danceability': 0.286, 'energy': 0.0847, 'key': 2, 'loudness': -9.883, 'mode': 1, 'speechiness': 0.0397, 'acousticness': 0.934, 'instrumentalness': 6.94e-06, 'liveness': 0.121, 'valence': 0.112, 'tempo': 70.743, 'type': 'audio_features', 'id': '7sq2z9oX2S0CvgTqCZ0ko4', 'uri': 'spotify:track:7sq2z9oX2S0CvgTqCZ0ko4', 'track_href': 'https://api.spotify.com/v1/tracks/7sq2z9oX2S0CvgTqCZ0ko4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7sq2z9oX2S0CvgTqCZ0ko4', 'duration_ms': 255987, 'time_signature': 4}"
Takeaway,"The Chainsmokers, ILLENIUM, Lennon Stella","{'danceability': 0.528, 'energy': 0.511, 'key': 3, 'loudness': -8.144, 'mode': 1, 'speechiness': 0.0324, 'acousticness': 0.126, 'instrumentalness': 0, 'liveness': 0.101, 'valence': 0.351, 'tempo': 100.1, 'type': 'audio_features', 'id': '3g0mEQx3NTanacLseoP0Gw', 'uri': 'spotify:track:3g0mEQx3NTanacLseoP0Gw', 'track_href': 'https://api.spotify.com/v1/tracks/3g0mEQx3NTanacLseoP0Gw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3g0mEQx3NTanacLseoP0Gw', 'duration_ms': 209880, 'time_signature': 4}"
Let Somebody Go,"Coldplay, Selena Gomez","{'danceability': 0.592, 'energy': 0.342, 'key': 0, 'loudness': -8.93, 'mode': 1, 'speechiness': 0.0339, 'acousticness': 0.193, 'instrumentalness': 0.00245, 'liveness': 0.11, 'valence': 0.155, 'tempo': 130.953, 'type': 'audio_features', 'id': '4cGqn0E8JCSY9gQllQj4Mf', 'uri': 'spotify:track:4cGqn0E8JCSY9gQllQj4Mf', 'track_href': 'https://api.spotify.com/v1/tracks/4cGqn0E8JCSY9gQllQj4Mf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4cGqn0E8JCSY9gQllQj4Mf', 'duration_ms': 241595, 'time_signature': 4}"
the grudge,Olivia Rodrigo,"{'danceability': 0.548, 'energy': 0.307, 'key': 10, 'loudness': -9.214, 'mode': 1, 'speechiness': 0.0781, 'acousticness': 0.916, 'instrumentalness': 0, 'liveness': 0.0828, 'valence': 0.317, 'tempo': 127.923, 'type': 'audio_features', 'id': '3Nl5OkkmS5DaBZvuYofpAt', 'uri': 'spotify:track:3Nl5OkkmS5DaBZvuYofpAt', 'track_href': 'https://api.spotify.com/v1/tracks/3Nl5OkkmS5DaBZvuYofpAt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3Nl5OkkmS5DaBZvuYofpAt', 'duration_ms': 189386, 'time_signature': 4}"
