name,artist,features
PERRO NEGRO,"Bad Bunny, Feid","{'danceability': 0.911, 'energy': 0.778, 'key': 5, 'loudness': -2.248, 'mode': 1, 'speechiness': 0.262, 'acousticness': 0.0887, 'instrumentalness': 2.16e-05, 'liveness': 0.179, 'valence': 0.345, 'tempo': 96.057, 'type': 'audio_features', 'id': '7iQXYTyuG13aoeHxGG28Nh', 'uri': 'spotify:track:7iQXYTyuG13aoeHxGG28Nh', 'track_href': 'https://api.spotify.com/v1/tracks/7iQXYTyuG13aoeHxGG28Nh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7iQXYTyuG13aoeHxGG28Nh', 'duration_ms': 162768, 'time_signature': 4}"
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate","{'danceability': 0.575, 'energy': 0.56, 'key': 5, 'loudness': -7.302, 'mode': 1, 'speechiness': 0.478, 'acousticness': 0.173, 'instrumentalness': 0, 'liveness': 0.257, 'valence': 0.471, 'tempo': 75.956, 'type': 'audio_features', 'id': '1udwFobQ1JoOdWPQrp2b6u', 'uri': 'spotify:track:1udwFobQ1JoOdWPQrp2b6u', 'track_href': 'https://api.spotify.com/v1/tracks/1udwFobQ1JoOdWPQrp2b6u', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1udwFobQ1JoOdWPQrp2b6u', 'duration_ms': 229938, 'time_signature': 4}"
The Night We Met,Lord Huron,"{'danceability': 0.545, 'energy': 0.366, 'key': 2, 'loudness': -9.51, 'mode': 1, 'speechiness': 0.0378, 'acousticness': 0.969, 'instrumentalness': 0.267, 'liveness': 0.641, 'valence': 0.1, 'tempo': 86.997, 'type': 'audio_features', 'id': '0QZ5yyl6B6utIWkxeBDxQN', 'uri': 'spotify:track:0QZ5yyl6B6utIWkxeBDxQN', 'track_href': 'https://api.spotify.com/v1/tracks/0QZ5yyl6B6utIWkxeBDxQN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0QZ5yyl6B6utIWkxeBDxQN', 'duration_ms': 208212, 'time_signature': 3}"
Arjan Vailly,"Manan Bhardwaj, Bhupinder Babbal","{'danceability': 0.532, 'energy': 0.825, 'key': 3, 'loudness': -3.239, 'mode': 0, 'speechiness': 0.0798, 'acousticness': 0.241, 'instrumentalness': 0, 'liveness': 0.31, 'valence': 0.878, 'tempo': 75.723, 'type': 'audio_features', 'id': '4ApCig0GTR4IEp7Ijsyo3r', 'uri': 'spotify:track:4ApCig0GTR4IEp7Ijsyo3r', 'track_href': 'https://api.spotify.com/v1/tracks/4ApCig0GTR4IEp7Ijsyo3r', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4ApCig0GTR4IEp7Ijsyo3r', 'duration_ms': 182171, 'time_signature': 4}"
LALA,Myke Towers,"{'danceability': 0.708, 'energy': 0.737, 'key': 1, 'loudness': -4.045, 'mode': 1, 'speechiness': 0.0436, 'acousticness': 0.0739, 'instrumentalness': 0.00162, 'liveness': 0.0955, 'valence': 0.607, 'tempo': 91.986, 'type': 'audio_features', 'id': '7ABLbnD53cQK00mhcaOUVG', 'uri': 'spotify:track:7ABLbnD53cQK00mhcaOUVG', 'track_href': 'https://api.spotify.com/v1/tracks/7ABLbnD53cQK00mhcaOUVG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7ABLbnD53cQK00mhcaOUVG', 'duration_ms': 197920, 'time_signature': 4}"
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida","{'danceability': 0.808, 'energy': 0.944, 'key': 10, 'loudness': -4.863, 'mode': 0, 'speechiness': 0.0408, 'acousticness': 0.183, 'instrumentalness': 1.11e-06, 'liveness': 0.138, 'valence': 0.937, 'tempo': 124.934, 'type': 'audio_features', 'id': '6uIIdjYTxxpWOyWuVXrKQO', 'uri': 'spotify:track:6uIIdjYTxxpWOyWuVXrKQO', 'track_href': 'https://api.spotify.com/v1/tracks/6uIIdjYTxxpWOyWuVXrKQO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6uIIdjYTxxpWOyWuVXrKQO', 'duration_ms': 191467, 'time_signature': 3}"
QLONA,"KAROL G, Peso Pluma","{'danceability': 0.841, 'energy': 0.738, 'key': 7, 'loudness': -7.455, 'mode': 0, 'speechiness': 0.307, 'acousticness': 0.52, 'instrumentalness': 0, 'liveness': 0.0892, 'valence': 0.484, 'tempo': 169.918, 'type': 'audio_features', 'id': '5RqSsdzTNPX1uzkmlHCFvK', 'uri': 'spotify:track:5RqSsdzTNPX1uzkmlHCFvK', 'track_href': 'https://api.spotify.com/v1/tracks/5RqSsdzTNPX1uzkmlHCFvK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5RqSsdzTNPX1uzkmlHCFvK', 'duration_ms': 172798, 'time_signature': 4}"
Snowman,Sia,"{'danceability': 0.716, 'energy': 0.512, 'key': 1, 'loudness': -6.257, 'mode': 1, 'speechiness': 0.0331, 'acousticness': 0.483, 'instrumentalness': 0, 'liveness': 0.0928, 'valence': 0.326, 'tempo': 104.957, 'type': 'audio_features', 'id': '7uoFMmxln0GPXQ0AcCBXRq', 'uri': 'spotify:track:7uoFMmxln0GPXQ0AcCBXRq', 'track_href': 'https://api.spotify.com/v1/tracks/7uoFMmxln0GPXQ0AcCBXRq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7uoFMmxln0GPXQ0AcCBXRq', 'duration_ms': 165907, 'time_signature': 3}"
You’re Losing Me (From The Vault),Taylor Swift,"{'danceability': 0.747, 'energy': 0.391, 'key': 0, 'loudness': -13.767, 'mode': 1, 'speechiness': 0.052, 'acousticness': 0.529, 'instrumentalness': 0.003, 'liveness': 0.111, 'valence': 0.195, 'tempo': 102.984, 'type': 'audio_features', 'id': '3CWq0pAKKTWb0K4yiglDc4', 'uri': 'spotify:track:3CWq0pAKKTWb0K4yiglDc4', 'track_href': 'https://api.spotify.com/v1/tracks/3CWq0pAKKTWb0K4yiglDc4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3CWq0pAKKTWb0K4yiglDc4', 'duration_ms': 277832, 'time_signature': 4}"
All I Want for Christmas Is You,Mariah Carey,"{'danceability': 0.336, 'energy': 0.627, 'key': 7, 'loudness': -7.463, 'mode': 1, 'speechiness': 0.0384, 'acousticness': 0.164, 'instrumentalness': 0, 'liveness': 0.0708, 'valence': 0.35, 'tempo': 150.273, 'type': 'audio_features', 'id': '0bYg9bo50gSsH3LtXe2SQn', 'uri': 'spotify:track:0bYg9bo50gSsH3LtXe2SQn', 'track_href': 'https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn', 'duration_ms': 241107, 'time_signature': 4}"
Lovin On Me,Jack Harlow,"{'danceability': 0.943, 'energy': 0.558, 'key': 2, 'loudness': -4.911, 'mode': 1, 'speechiness': 0.0568, 'acousticness': 0.0026, 'instrumentalness': 2.19e-06, 'liveness': 0.0937, 'valence': 0.606, 'tempo': 104.983, 'type': 'audio_features', 'id': '4xhsWYTOGcal8zt0J161CU', 'uri': 'spotify:track:4xhsWYTOGcal8zt0J161CU', 'track_href': 'https://api.spotify.com/v1/tracks/4xhsWYTOGcal8zt0J161CU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4xhsWYTOGcal8zt0J161CU', 'duration_ms': 138411, 'time_signature': 4}"
