name,artist,features
Beetlebum - 2012 Remaster,Blur,"{'danceability': 0.542, 'energy': 0.627, 'key': 0, 'loudness': -7.105, 'mode': 1, 'speechiness': 0.0243, 'acousticness': 0.0794, 'instrumentalness': 0.000517, 'liveness': 0.277, 'valence': 0.814, 'tempo': 89.734, 'type': 'audio_features', 'id': '4OHVCeQYPncEwZOtNAJZZx', 'uri': 'spotify:track:4OHVCeQYPncEwZOtNAJZZx', 'track_href': 'https://api.spotify.com/v1/tracks/4OHVCeQYPncEwZOtNAJZZx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4OHVCeQYPncEwZOtNAJZZx', 'duration_ms': 305213, 'time_signature': 4}"
Common People - Full Length Version,Pulp,"{'danceability': 0.314, 'energy': 0.797, 'key': 0, 'loudness': -9.026, 'mode': 1, 'speechiness': 0.038, 'acousticness': 0.0057, 'instrumentalness': 5.59e-05, 'liveness': 0.0718, 'valence': 0.569, 'tempo': 145.393, 'type': 'audio_features', 'id': '2fXKyAyPrEa24c6PJyqznF', 'uri': 'spotify:track:2fXKyAyPrEa24c6PJyqznF', 'track_href': 'https://api.spotify.com/v1/tracks/2fXKyAyPrEa24c6PJyqznF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2fXKyAyPrEa24c6PJyqznF', 'duration_ms': 351627, 'time_signature': 4}"
Babies,Pulp,"{'danceability': 0.302, 'energy': 0.854, 'key': 2, 'loudness': -6.619, 'mode': 1, 'speechiness': 0.0757, 'acousticness': 0.102, 'instrumentalness': 1.45e-06, 'liveness': 0.0835, 'valence': 0.589, 'tempo': 156.278, 'type': 'audio_features', 'id': '4j3obTRIyR7QzvdeQz9vaO', 'uri': 'spotify:track:4j3obTRIyR7QzvdeQz9vaO', 'track_href': 'https://api.spotify.com/v1/tracks/4j3obTRIyR7QzvdeQz9vaO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4j3obTRIyR7QzvdeQz9vaO', 'duration_ms': 244827, 'time_signature': 4}"
Teardrop,"Massive Attack, Elizabeth Fraser","{'danceability': 0.615, 'energy': 0.419, 'key': 11, 'loudness': -8.8, 'mode': 0, 'speechiness': 0.0395, 'acousticness': 0.0173, 'instrumentalness': 0.497, 'liveness': 0.135, 'valence': 0.216, 'tempo': 76.997, 'type': 'audio_features', 'id': '67Hna13dNDkZvBpTXRIaOJ', 'uri': 'spotify:track:67Hna13dNDkZvBpTXRIaOJ', 'track_href': 'https://api.spotify.com/v1/tracks/67Hna13dNDkZvBpTXRIaOJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/67Hna13dNDkZvBpTXRIaOJ', 'duration_ms': 330773, 'time_signature': 4}"
Cut (1990 Demo) - 2022 Remaster,The Cure,"{'danceability': 0.686, 'energy': 0.73, 'key': 4, 'loudness': -7.954, 'mode': 0, 'speechiness': 0.0269, 'acousticness': 0.00288, 'instrumentalness': 0.478, 'liveness': 0.0641, 'valence': 0.507, 'tempo': 112.245, 'type': 'audio_features', 'id': '7yrZCBUokAMTJtOzXSHKYu', 'uri': 'spotify:track:7yrZCBUokAMTJtOzXSHKYu', 'track_href': 'https://api.spotify.com/v1/tracks/7yrZCBUokAMTJtOzXSHKYu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7yrZCBUokAMTJtOzXSHKYu', 'duration_ms': 213293, 'time_signature': 4}"
No Rain,Blind Melon,"{'danceability': 0.389, 'energy': 0.476, 'key': 9, 'loudness': -9.342, 'mode': 1, 'speechiness': 0.0316, 'acousticness': 0.619, 'instrumentalness': 5.09e-05, 'liveness': 0.255, 'valence': 0.566, 'tempo': 148.117, 'type': 'audio_features', 'id': '6txWz9UapYHVxEd7dDIHXT', 'uri': 'spotify:track:6txWz9UapYHVxEd7dDIHXT', 'track_href': 'https://api.spotify.com/v1/tracks/6txWz9UapYHVxEd7dDIHXT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6txWz9UapYHVxEd7dDIHXT', 'duration_ms': 217107, 'time_signature': 4}"
Friday I'm in Love,The Cure,"{'danceability': 0.526, 'energy': 0.762, 'key': 0, 'loudness': -12.437, 'mode': 0, 'speechiness': 0.0342, 'acousticness': 0.000972, 'instrumentalness': 0.000116, 'liveness': 0.338, 'valence': 0.505, 'tempo': 136.203, 'type': 'audio_features', 'id': '263aNAQCeFSWipk896byo6', 'uri': 'spotify:track:263aNAQCeFSWipk896byo6', 'track_href': 'https://api.spotify.com/v1/tracks/263aNAQCeFSWipk896byo6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/263aNAQCeFSWipk896byo6', 'duration_ms': 214400, 'time_signature': 4}"
Born Slippy (Nuxx),Underworld,"{'danceability': 0.576, 'energy': 0.953, 'key': 10, 'loudness': -8.968, 'mode': 1, 'speechiness': 0.0362, 'acousticness': 0.00106, 'instrumentalness': 0.49, 'liveness': 0.474, 'valence': 0.303, 'tempo': 140.042, 'type': 'audio_features', 'id': '7xQYVjs4wZNdCwO0EeAWMC', 'uri': 'spotify:track:7xQYVjs4wZNdCwO0EeAWMC', 'track_href': 'https://api.spotify.com/v1/tracks/7xQYVjs4wZNdCwO0EeAWMC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7xQYVjs4wZNdCwO0EeAWMC', 'duration_ms': 456480, 'time_signature': 4}"
Malibu,Hole,"{'danceability': 0.528, 'energy': 0.904, 'key': 2, 'loudness': -5.854, 'mode': 1, 'speechiness': 0.0343, 'acousticness': 0.000833, 'instrumentalness': 0, 'liveness': 0.174, 'valence': 0.678, 'tempo': 122.372, 'type': 'audio_features', 'id': '5bVOX6eyHsML2sB4aMlZEi', 'uri': 'spotify:track:5bVOX6eyHsML2sB4aMlZEi', 'track_href': 'https://api.spotify.com/v1/tracks/5bVOX6eyHsML2sB4aMlZEi', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5bVOX6eyHsML2sB4aMlZEi', 'duration_ms': 230040, 'time_signature': 4}"
Hey Boy Hey Girl,The Chemical Brothers,"{'danceability': 0.632, 'energy': 0.92, 'key': 2, 'loudness': -4.976, 'mode': 1, 'speechiness': 0.0531, 'acousticness': 0.119, 'instrumentalness': 0.508, 'liveness': 0.114, 'valence': 0.363, 'tempo': 127.001, 'type': 'audio_features', 'id': '7kXmJwrZGIhDaLT9sNo3ut', 'uri': 'spotify:track:7kXmJwrZGIhDaLT9sNo3ut', 'track_href': 'https://api.spotify.com/v1/tracks/7kXmJwrZGIhDaLT9sNo3ut', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7kXmJwrZGIhDaLT9sNo3ut', 'duration_ms': 290493, 'time_signature': 4}"
Loser,Beck,"{'danceability': 0.654, 'energy': 0.611, 'key': 2, 'loudness': -10.45, 'mode': 1, 'speechiness': 0.119, 'acousticness': 0.0337, 'instrumentalness': 0.000178, 'liveness': 0.405, 'valence': 0.786, 'tempo': 85.387, 'type': 'audio_features', 'id': '5PntSbMHC1ud6Vvl8x56qd', 'uri': 'spotify:track:5PntSbMHC1ud6Vvl8x56qd', 'track_href': 'https://api.spotify.com/v1/tracks/5PntSbMHC1ud6Vvl8x56qd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5PntSbMHC1ud6Vvl8x56qd', 'duration_ms': 235000, 'time_signature': 4}"
The Distance,CAKE,"{'danceability': 0.456, 'energy': 0.752, 'key': 11, 'loudness': -8.121, 'mode': 0, 'speechiness': 0.09, 'acousticness': 0.0095, 'instrumentalness': 0.00145, 'liveness': 0.0573, 'valence': 0.897, 'tempo': 183.569, 'type': 'audio_features', 'id': '0fsz7tJ7UKXT9hliLfO7aE', 'uri': 'spotify:track:0fsz7tJ7UKXT9hliLfO7aE', 'track_href': 'https://api.spotify.com/v1/tracks/0fsz7tJ7UKXT9hliLfO7aE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0fsz7tJ7UKXT9hliLfO7aE', 'duration_ms': 179600, 'time_signature': 4}"
Alright,Supergrass,"{'danceability': 0.467, 'energy': 0.958, 'key': 4, 'loudness': -4.808, 'mode': 0, 'speechiness': 0.0775, 'acousticness': 0.000479, 'instrumentalness': 0.199, 'liveness': 0.299, 'valence': 0.701, 'tempo': 145.92, 'type': 'audio_features', 'id': '5CQvKyzkWI7TnUu2oB9QZ0', 'uri': 'spotify:track:5CQvKyzkWI7TnUu2oB9QZ0', 'track_href': 'https://api.spotify.com/v1/tracks/5CQvKyzkWI7TnUu2oB9QZ0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5CQvKyzkWI7TnUu2oB9QZ0', 'duration_ms': 180880, 'time_signature': 4}"
Sexy Boy,Air,"{'danceability': 0.437, 'energy': 0.652, 'key': 0, 'loudness': -6.152, 'mode': 1, 'speechiness': 0.0288, 'acousticness': 0.0011, 'instrumentalness': 0.614, 'liveness': 0.111, 'valence': 0.211, 'tempo': 111.888, 'type': 'audio_features', 'id': '6INLpBxo9F5QMer04VXEnd', 'uri': 'spotify:track:6INLpBxo9F5QMer04VXEnd', 'track_href': 'https://api.spotify.com/v1/tracks/6INLpBxo9F5QMer04VXEnd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6INLpBxo9F5QMer04VXEnd', 'duration_ms': 298467, 'time_signature': 4}"
Sabotage,Beastie Boys,"{'danceability': 0.324, 'energy': 0.938, 'key': 6, 'loudness': -7.332, 'mode': 0, 'speechiness': 0.102, 'acousticness': 0.032, 'instrumentalness': 0.0321, 'liveness': 0.0961, 'valence': 0.543, 'tempo': 168.131, 'type': 'audio_features', 'id': '0Puj4YlTm6xNzDDADXHMI9', 'uri': 'spotify:track:0Puj4YlTm6xNzDDADXHMI9', 'track_href': 'https://api.spotify.com/v1/tracks/0Puj4YlTm6xNzDDADXHMI9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0Puj4YlTm6xNzDDADXHMI9', 'duration_ms': 178440, 'time_signature': 4}"
Zombie,The Cranberries,"{'danceability': 0.309, 'energy': 0.649, 'key': 7, 'loudness': -8.994, 'mode': 1, 'speechiness': 0.035, 'acousticness': 0.0158, 'instrumentalness': 0.00591, 'liveness': 0.367, 'valence': 0.312, 'tempo': 166.915, 'type': 'audio_features', 'id': '7EZC6E7UjZe63f1jRmkWxt', 'uri': 'spotify:track:7EZC6E7UjZe63f1jRmkWxt', 'track_href': 'https://api.spotify.com/v1/tracks/7EZC6E7UjZe63f1jRmkWxt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7EZC6E7UjZe63f1jRmkWxt', 'duration_ms': 306440, 'time_signature': 4}"
1979 - Remastered 2012,The Smashing Pumpkins,"{'danceability': 0.767, 'energy': 0.787, 'key': 3, 'loudness': -9.897, 'mode': 1, 'speechiness': 0.0331, 'acousticness': 0.0163, 'instrumentalness': 0.583, 'liveness': 0.0513, 'valence': 0.964, 'tempo': 126.879, 'type': 'audio_features', 'id': '5QLHGv0DfpeXLNFo7SFEy1', 'uri': 'spotify:track:5QLHGv0DfpeXLNFo7SFEy1', 'track_href': 'https://api.spotify.com/v1/tracks/5QLHGv0DfpeXLNFo7SFEy1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5QLHGv0DfpeXLNFo7SFEy1', 'duration_ms': 266200, 'time_signature': 4}"
The Only One I Know,The Charlatans,"{'danceability': 0.546, 'energy': 0.572, 'key': 5, 'loudness': -13.104, 'mode': 1, 'speechiness': 0.0319, 'acousticness': 0.0701, 'instrumentalness': 0.000731, 'liveness': 0.079, 'valence': 0.529, 'tempo': 113.312, 'type': 'audio_features', 'id': '7ziicmUOzWXAkdPriOmFk9', 'uri': 'spotify:track:7ziicmUOzWXAkdPriOmFk9', 'track_href': 'https://api.spotify.com/v1/tracks/7ziicmUOzWXAkdPriOmFk9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7ziicmUOzWXAkdPriOmFk9', 'duration_ms': 238120, 'time_signature': 4}"
Hallelujah,Jeff Buckley,"{'danceability': 0.324, 'energy': 0.136, 'key': 0, 'loudness': -10.33, 'mode': 1, 'speechiness': 0.0318, 'acousticness': 0.931, 'instrumentalness': 0.00117, 'liveness': 0.176, 'valence': 0.0831, 'tempo': 97.256, 'type': 'audio_features', 'id': '3pRaLNL3b8x5uBOcsgvdqM', 'uri': 'spotify:track:3pRaLNL3b8x5uBOcsgvdqM', 'track_href': 'https://api.spotify.com/v1/tracks/3pRaLNL3b8x5uBOcsgvdqM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3pRaLNL3b8x5uBOcsgvdqM', 'duration_ms': 413827, 'time_signature': 3}"
Cannonball,The Breeders,"{'danceability': 0.502, 'energy': 0.758, 'key': 3, 'loudness': -9.76, 'mode': 1, 'speechiness': 0.0407, 'acousticness': 0.00915, 'instrumentalness': 0.783, 'liveness': 0.284, 'valence': 0.729, 'tempo': 112.499, 'type': 'audio_features', 'id': '1KdwPeY1WRWQGHCmRJTveb', 'uri': 'spotify:track:1KdwPeY1WRWQGHCmRJTveb', 'track_href': 'https://api.spotify.com/v1/tracks/1KdwPeY1WRWQGHCmRJTveb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1KdwPeY1WRWQGHCmRJTveb', 'duration_ms': 213693, 'time_signature': 4}"
First of the Gang to Die,Morrissey,"{'danceability': 0.531, 'energy': 0.915, 'key': 11, 'loudness': -4.237, 'mode': 1, 'speechiness': 0.0369, 'acousticness': 0.0119, 'instrumentalness': 0, 'liveness': 0.14, 'valence': 0.811, 'tempo': 134.322, 'type': 'audio_features', 'id': '56rcBuVd1mpTeqP9cj3szc', 'uri': 'spotify:track:56rcBuVd1mpTeqP9cj3szc', 'track_href': 'https://api.spotify.com/v1/tracks/56rcBuVd1mpTeqP9cj3szc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/56rcBuVd1mpTeqP9cj3szc', 'duration_ms': 218587, 'time_signature': 4}"
In Bloom,Nirvana,"{'danceability': 0.436, 'energy': 0.876, 'key': 10, 'loudness': -4.902, 'mode': 0, 'speechiness': 0.0647, 'acousticness': 3.33e-05, 'instrumentalness': 0.000104, 'liveness': 0.205, 'valence': 0.512, 'tempo': 157.044, 'type': 'audio_features', 'id': '30HCB1FoE77IfGRyNv4eFq', 'uri': 'spotify:track:30HCB1FoE77IfGRyNv4eFq', 'track_href': 'https://api.spotify.com/v1/tracks/30HCB1FoE77IfGRyNv4eFq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/30HCB1FoE77IfGRyNv4eFq', 'duration_ms': 255080, 'time_signature': 4}"
Do You Remember The First Time?,Pulp,"{'danceability': 0.404, 'energy': 0.902, 'key': 7, 'loudness': -5.685, 'mode': 0, 'speechiness': 0.0468, 'acousticness': 0.0431, 'instrumentalness': 0, 'liveness': 0.119, 'valence': 0.231, 'tempo': 131.894, 'type': 'audio_features', 'id': '0txLC5NA64M8siGn3mnET0', 'uri': 'spotify:track:0txLC5NA64M8siGn3mnET0', 'track_href': 'https://api.spotify.com/v1/tracks/0txLC5NA64M8siGn3mnET0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0txLC5NA64M8siGn3mnET0', 'duration_ms': 262827, 'time_signature': 4}"
Country House - 2012 Remaster,Blur,"{'danceability': 0.331, 'energy': 0.885, 'key': 9, 'loudness': -6.606, 'mode': 1, 'speechiness': 0.0923, 'acousticness': 0.205, 'instrumentalness': 0, 'liveness': 0.123, 'valence': 0.589, 'tempo': 175.293, 'type': 'audio_features', 'id': '6L4fEE9awoUnSEy1bmQebb', 'uri': 'spotify:track:6L4fEE9awoUnSEy1bmQebb', 'track_href': 'https://api.spotify.com/v1/tracks/6L4fEE9awoUnSEy1bmQebb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6L4fEE9awoUnSEy1bmQebb', 'duration_ms': 236960, 'time_signature': 4}"
Losing My Religion,R.E.M.,"{'danceability': 0.666, 'energy': 0.855, 'key': 9, 'loudness': -5.051, 'mode': 0, 'speechiness': 0.0295, 'acousticness': 0.179, 'instrumentalness': 1.2e-06, 'liveness': 0.0987, 'valence': 0.803, 'tempo': 125.639, 'type': 'audio_features', 'id': '31AOj9sFz2gM0O3hMARRBx', 'uri': 'spotify:track:31AOj9sFz2gM0O3hMARRBx', 'track_href': 'https://api.spotify.com/v1/tracks/31AOj9sFz2gM0O3hMARRBx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/31AOj9sFz2gM0O3hMARRBx', 'duration_ms': 268427, 'time_signature': 4}"
Disco 2000,Pulp,"{'danceability': 0.565, 'energy': 0.902, 'key': 7, 'loudness': -7.579, 'mode': 0, 'speechiness': 0.0725, 'acousticness': 0.0132, 'instrumentalness': 0, 'liveness': 0.0561, 'valence': 0.544, 'tempo': 133.11, 'type': 'audio_features', 'id': '2aC8wwfrM0YeTAzzk8hxqC', 'uri': 'spotify:track:2aC8wwfrM0YeTAzzk8hxqC', 'track_href': 'https://api.spotify.com/v1/tracks/2aC8wwfrM0YeTAzzk8hxqC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2aC8wwfrM0YeTAzzk8hxqC', 'duration_ms': 273573, 'time_signature': 4}"
Sour Times,Portishead,"{'danceability': 0.698, 'energy': 0.633, 'key': 8, 'loudness': -6.68, 'mode': 0, 'speechiness': 0.0406, 'acousticness': 0.0508, 'instrumentalness': 0.272, 'liveness': 0.264, 'valence': 0.55, 'tempo': 94.085, 'type': 'audio_features', 'id': '6vTtCOimcPs5H1Jr9d0Aep', 'uri': 'spotify:track:6vTtCOimcPs5H1Jr9d0Aep', 'track_href': 'https://api.spotify.com/v1/tracks/6vTtCOimcPs5H1Jr9d0Aep', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6vTtCOimcPs5H1Jr9d0Aep', 'duration_ms': 252267, 'time_signature': 4}"
Missing - 2013 Remaster,Everything But The Girl,"{'danceability': 0.677, 'energy': 0.484, 'key': 9, 'loudness': -10.506, 'mode': 0, 'speechiness': 0.0325, 'acousticness': 0.077, 'instrumentalness': 4.71e-05, 'liveness': 0.134, 'valence': 0.696, 'tempo': 123.534, 'type': 'audio_features', 'id': '79dD64QT2l64W12VkPGjvZ', 'uri': 'spotify:track:79dD64QT2l64W12VkPGjvZ', 'track_href': 'https://api.spotify.com/v1/tracks/79dD64QT2l64W12VkPGjvZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/79dD64QT2l64W12VkPGjvZ', 'duration_ms': 247200, 'time_signature': 4}"
Your Woman,White Town,"{'danceability': 0.815, 'energy': 0.605, 'key': 5, 'loudness': -9.118, 'mode': 0, 'speechiness': 0.0368, 'acousticness': 0.033, 'instrumentalness': 0.684, 'liveness': 0.114, 'valence': 0.795, 'tempo': 102.642, 'type': 'audio_features', 'id': '3UBItNVbFQiVC5hBQlBvnr', 'uri': 'spotify:track:3UBItNVbFQiVC5hBQlBvnr', 'track_href': 'https://api.spotify.com/v1/tracks/3UBItNVbFQiVC5hBQlBvnr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3UBItNVbFQiVC5hBQlBvnr', 'duration_ms': 259893, 'time_signature': 4}"
Lump,The Presidents Of The United States Of America,"{'danceability': 0.507, 'energy': 0.882, 'key': 6, 'loudness': -3.917, 'mode': 1, 'speechiness': 0.0337, 'acousticness': 0.0053, 'instrumentalness': 0, 'liveness': 0.177, 'valence': 0.907, 'tempo': 142.398, 'type': 'audio_features', 'id': '02ZdZqhpfrPnxwyakXgxB8', 'uri': 'spotify:track:02ZdZqhpfrPnxwyakXgxB8', 'track_href': 'https://api.spotify.com/v1/tracks/02ZdZqhpfrPnxwyakXgxB8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/02ZdZqhpfrPnxwyakXgxB8', 'duration_ms': 134200, 'time_signature': 4}"
